profile,alpha,routing_contract,target_alerts_per_10k,step,transactions,cumulative_transactions,cumulative_entitlement,new_slots,selected_this_step,selected_cumulative,pending_after_selection,pending_before_selection
balanced,0.25,current_step_only,50.0,637,3390,37558,187,17,17,187,0,
balanced,0.25,current_step_only,50.0,638,14,37572,187,0,0,187,0,
balanced,0.25,current_step_only,50.0,639,14,37586,187,0,0,187,0,
balanced,0.25,current_step_only,50.0,640,1398,38984,194,7,7,194,0,
balanced,0.25,current_step_only,50.0,641,10,38994,194,0,0,194,0,
balanced,0.25,current_step_only,50.0,642,1141,40135,200,6,6,200,0,
balanced,0.25,current_step_only,50.0,643,14,40149,200,0,0,200,0,
balanced,0.25,current_step_only,50.0,644,2267,42416,212,12,12,212,0,
balanced,0.25,current_step_only,50.0,645,10,42426,212,0,0,212,0,
balanced,0.25,current_step_only,50.0,646,20,42446,212,0,0,212,0,
balanced,0.25,current_step_only,50.0,647,10,42456,212,0,0,212,0,
balanced,0.25,current_step_only,50.0,648,14,42470,212,0,0,212,0,
balanced,0.25,current_step_only,50.0,649,263,42733,213,1,1,213,0,
balanced,0.25,current_step_only,50.0,650,16,42749,213,0,0,213,0,
balanced,0.25,current_step_only,50.0,651,10,42759,213,0,0,213,0,
balanced,0.25,current_step_only,50.0,652,14,42773,213,0,0,213,0,
balanced,0.25,current_step_only,50.0,653,8,42781,213,0,0,213,0,
balanced,0.25,current_step_only,50.0,654,8,42789,213,0,0,213,0,
balanced,0.25,current_step_only,50.0,655,4,42793,213,0,0,213,0,
balanced,0.25,current_step_only,50.0,656,1965,44758,223,10,10,223,0,
balanced,0.25,current_step_only,50.0,657,10,44768,223,0,0,223,0,
balanced,0.25,current_step_only,50.0,658,14,44782,223,0,0,223,0,
balanced,0.25,current_step_only,50.0,659,2500,47282,236,13,13,236,0,
balanced,0.25,current_step_only,50.0,660,12,47294,236,0,0,236,0,
balanced,0.25,current_step_only,50.0,661,4877,52171,260,24,24,260,0,
balanced,0.25,current_step_only,50.0,662,2,52173,260,0,0,260,0,
balanced,0.25,current_step_only,50.0,663,10,52183,260,0,0,260,0,
balanced,0.25,current_step_only,50.0,664,1125,53308,266,6,6,266,0,
balanced,0.25,current_step_only,50.0,665,10,53318,266,0,0,266,0,
balanced,0.25,current_step_only,50.0,666,6,53324,266,0,0,266,0,
balanced,0.25,current_step_only,50.0,667,1400,54724,273,7,7,273,0,
balanced,0.25,current_step_only,50.0,668,8,54732,273,0,0,273,0,
balanced,0.25,current_step_only,50.0,669,322,55054,275,2,2,275,0,
balanced,0.25,current_step_only,50.0,670,1906,56960,284,9,9,284,0,
balanced,0.25,current_step_only,50.0,671,18,56978,284,0,0,284,0,
balanced,0.25,current_step_only,50.0,672,153,57131,285,1,1,285,0,
balanced,0.25,current_step_only,50.0,673,445,57576,287,2,2,287,0,
balanced,0.25,current_step_only,50.0,674,14,57590,287,0,0,287,0,
balanced,0.25,current_step_only,50.0,675,30,57620,288,1,1,288,0,
balanced,0.25,current_step_only,50.0,676,8,57628,288,0,0,288,0,
balanced,0.25,current_step_only,50.0,677,8,57636,288,0,0,288,0,
balanced,0.25,current_step_only,50.0,678,6,57642,288,0,0,288,0,
balanced,0.25,current_step_only,50.0,679,72,57714,288,0,0,288,0,
balanced,0.25,current_step_only,50.0,680,22,57736,288,0,0,288,0,
balanced,0.25,current_step_only,50.0,681,4703,62439,312,24,24,312,0,
balanced,0.25,current_step_only,50.0,682,6,62445,312,0,0,312,0,
balanced,0.25,current_step_only,50.0,683,2192,64637,323,11,11,323,0,
balanced,0.25,current_step_only,50.0,684,4562,69199,345,22,22,345,0,
balanced,0.25,current_step_only,50.0,685,14,69213,346,1,1,346,0,
balanced,0.25,current_step_only,50.0,686,4689,73902,369,23,23,369,0,
balanced,0.25,current_step_only,50.0,687,8040,81942,409,40,40,409,0,
balanced,0.25,current_step_only,50.0,688,7885,89827,449,40,40,449,0,
balanced,0.25,current_step_only,50.0,689,14,89841,449,0,0,449,0,
balanced,0.25,current_step_only,50.0,690,4972,94813,474,25,25,474,0,
balanced,0.25,current_step_only,50.0,691,4809,99622,498,24,24,498,0,
balanced,0.25,current_step_only,50.0,692,6898,106520,532,34,34,532,0,
balanced,0.25,current_step_only,50.0,693,4,106524,532,0,0,532,0,
balanced,0.25,current_step_only,50.0,694,2664,109188,545,13,13,545,0,
balanced,0.25,current_step_only,50.0,695,2827,112015,560,15,15,560,0,
balanced,0.25,current_step_only,50.0,696,6,112021,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,697,12,112033,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,698,65,112098,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,699,55,112153,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,700,6,112159,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,701,18,112177,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,702,14,112191,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,703,8,112199,560,0,0,560,0,
balanced,0.25,current_step_only,50.0,704,16,112215,561,1,1,561,0,
balanced,0.25,current_step_only,50.0,705,2362,114577,572,11,11,572,0,
balanced,0.25,current_step_only,50.0,706,4,114581,572,0,0,572,0,
balanced,0.25,current_step_only,50.0,707,309,114890,574,2,2,574,0,
balanced,0.25,current_step_only,50.0,708,4,114894,574,0,0,574,0,
balanced,0.25,current_step_only,50.0,709,2313,117207,586,12,12,586,0,
balanced,0.25,current_step_only,50.0,710,1788,118995,594,8,8,594,0,
balanced,0.25,current_step_only,50.0,711,8,119003,595,1,1,595,0,
balanced,0.25,current_step_only,50.0,712,23,119026,595,0,0,595,0,
balanced,0.25,current_step_only,50.0,713,8,119034,595,0,0,595,0,
balanced,0.25,current_step_only,50.0,714,681,119715,598,3,3,598,0,
balanced,0.25,current_step_only,50.0,715,1879,121594,607,9,9,607,0,
balanced,0.25,current_step_only,50.0,716,140,121734,608,1,1,608,0,
balanced,0.25,current_step_only,50.0,717,632,122366,611,3,3,611,0,
balanced,0.25,current_step_only,50.0,718,918,123284,616,5,5,616,0,
balanced,0.25,current_step_only,50.0,719,14,123298,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,720,10,123308,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,721,4,123312,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,722,10,123322,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,723,14,123336,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,724,14,123350,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,725,4,123354,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,726,22,123376,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,727,12,123388,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,728,10,123398,616,0,0,616,0,
balanced,0.25,current_step_only,50.0,729,4,123402,617,1,1,617,0,
balanced,0.25,current_step_only,50.0,730,28,123430,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,731,16,123446,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,732,10,123456,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,733,10,123466,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,734,8,123474,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,735,12,123486,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,736,14,123500,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,737,10,123510,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,738,10,123520,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,739,10,123530,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,740,6,123536,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,741,22,123558,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,742,14,123572,617,0,0,617,0,
balanced,0.25,current_step_only,50.0,743,8,123580,617,0,0,617,0,
balanced,0.25,seen_so_far_backlog,50.0,595,5434,5434,27,27,27,27,5407,5434.0
balanced,0.25,seen_so_far_backlog,50.0,596,9319,14753,73,46,46,73,14680,14726.0
balanced,0.25,seen_so_far_backlog,50.0,597,2486,17239,86,13,13,86,17153,17166.0
balanced,0.25,seen_so_far_backlog,50.0,598,934,18173,90,4,4,90,18083,18087.0
balanced,0.25,seen_so_far_backlog,50.0,599,1816,19989,99,9,9,99,19890,19899.0
balanced,0.25,seen_so_far_backlog,50.0,600,18,20007,100,1,1,100,19907,19908.0
balanced,0.25,seen_so_far_backlog,50.0,601,865,20872,104,4,4,104,20768,20772.0
balanced,0.25,seen_so_far_backlog,50.0,602,8,20880,104,0,0,104,20776,20776.0
balanced,0.25,seen_so_far_backlog,50.0,603,12,20892,104,0,0,104,20788,20788.0
balanced,0.25,seen_so_far_backlog,50.0,604,8,20900,104,0,0,104,20796,20796.0
balanced,0.25,seen_so_far_backlog,50.0,605,16,20916,104,0,0,104,20812,20812.0
balanced,0.25,seen_so_far_backlog,50.0,606,14,20930,104,0,0,104,20826,20826.0
balanced,0.25,seen_so_far_backlog,50.0,607,8,20938,104,0,0,104,20834,20834.0
balanced,0.25,seen_so_far_backlog,50.0,608,1082,22020,110,6,6,110,21910,21916.0
balanced,0.25,seen_so_far_backlog,50.0,609,8,22028,110,0,0,110,21918,21918.0
balanced,0.25,seen_so_far_backlog,50.0,610,1199,23227,116,6,6,116,23111,23117.0
balanced,0.25,seen_so_far_backlog,50.0,611,14,23241,116,0,0,116,23125,23125.0
balanced,0.25,seen_so_far_backlog,50.0,612,2677,25918,129,13,13,129,25789,25802.0
balanced,0.25,seen_so_far_backlog,50.0,613,45,25963,129,0,0,129,25834,25834.0
balanced,0.25,seen_so_far_backlog,50.0,614,1278,27241,136,7,7,136,27105,27112.0
balanced,0.25,seen_so_far_backlog,50.0,615,8,27249,136,0,0,136,27113,27113.0
balanced,0.25,seen_so_far_backlog,50.0,616,6,27255,136,0,0,136,27119,27119.0
balanced,0.25,seen_so_far_backlog,50.0,617,2680,29935,149,13,13,149,29786,29799.0
balanced,0.25,seen_so_far_backlog,50.0,618,8,29943,149,0,0,149,29794,29794.0
balanced,0.25,seen_so_far_backlog,50.0,619,2800,32743,163,14,14,163,32580,32594.0
balanced,0.25,seen_so_far_backlog,50.0,620,8,32751,163,0,0,163,32588,32588.0
balanced,0.25,seen_so_far_backlog,50.0,621,1121,33872,169,6,6,169,33703,33709.0
balanced,0.25,seen_so_far_backlog,50.0,622,4,33876,169,0,0,169,33707,33707.0
balanced,0.25,seen_so_far_backlog,50.0,623,6,33882,169,0,0,169,33713,33713.0
balanced,0.25,seen_so_far_backlog,50.0,624,10,33892,169,0,0,169,33723,33723.0
balanced,0.25,seen_so_far_backlog,50.0,625,24,33916,169,0,0,169,33747,33747.0
balanced,0.25,seen_so_far_backlog,50.0,626,6,33922,169,0,0,169,33753,33753.0
balanced,0.25,seen_so_far_backlog,50.0,627,4,33926,169,0,0,169,33757,33757.0
balanced,0.25,seen_so_far_backlog,50.0,628,6,33932,169,0,0,169,33763,33763.0
balanced,0.25,seen_so_far_backlog,50.0,629,20,33952,169,0,0,169,33783,33783.0
balanced,0.25,seen_so_far_backlog,50.0,630,150,34102,170,1,1,170,33932,33933.0
balanced,0.25,seen_so_far_backlog,50.0,631,12,34114,170,0,0,170,33944,33944.0
balanced,0.25,seen_so_far_backlog,50.0,632,8,34122,170,0,0,170,33952,33952.0
balanced,0.25,seen_so_far_backlog,50.0,633,8,34130,170,0,0,170,33960,33960.0
balanced,0.25,seen_so_far_backlog,50.0,634,10,34140,170,0,0,170,33970,33970.0
balanced,0.25,seen_so_far_backlog,50.0,635,16,34156,170,0,0,170,33986,33986.0
balanced,0.25,seen_so_far_backlog,50.0,636,12,34168,170,0,0,170,33998,33998.0
balanced,0.25,seen_so_far_backlog,50.0,637,3390,37558,187,17,17,187,37371,37388.0
balanced,0.25,seen_so_far_backlog,50.0,638,14,37572,187,0,0,187,37385,37385.0
balanced,0.25,seen_so_far_backlog,50.0,639,14,37586,187,0,0,187,37399,37399.0
balanced,0.25,seen_so_far_backlog,50.0,640,1398,38984,194,7,7,194,38790,38797.0
balanced,0.25,seen_so_far_backlog,50.0,641,10,38994,194,0,0,194,38800,38800.0
balanced,0.25,seen_so_far_backlog,50.0,642,1141,40135,200,6,6,200,39935,39941.0
balanced,0.25,seen_so_far_backlog,50.0,643,14,40149,200,0,0,200,39949,39949.0
balanced,0.25,seen_so_far_backlog,50.0,644,2267,42416,212,12,12,212,42204,42216.0
balanced,0.25,seen_so_far_backlog,50.0,645,10,42426,212,0,0,212,42214,42214.0
balanced,0.25,seen_so_far_backlog,50.0,646,20,42446,212,0,0,212,42234,42234.0
balanced,0.25,seen_so_far_backlog,50.0,647,10,42456,212,0,0,212,42244,42244.0
balanced,0.25,seen_so_far_backlog,50.0,648,14,42470,212,0,0,212,42258,42258.0
balanced,0.25,seen_so_far_backlog,50.0,649,263,42733,213,1,1,213,42520,42521.0
balanced,0.25,seen_so_far_backlog,50.0,650,16,42749,213,0,0,213,42536,42536.0
balanced,0.25,seen_so_far_backlog,50.0,651,10,42759,213,0,0,213,42546,42546.0
balanced,0.25,seen_so_far_backlog,50.0,652,14,42773,213,0,0,213,42560,42560.0
balanced,0.25,seen_so_far_backlog,50.0,653,8,42781,213,0,0,213,42568,42568.0
balanced,0.25,seen_so_far_backlog,50.0,654,8,42789,213,0,0,213,42576,42576.0
balanced,0.25,seen_so_far_backlog,50.0,655,4,42793,213,0,0,213,42580,42580.0
balanced,0.25,seen_so_far_backlog,50.0,656,1965,44758,223,10,10,223,44535,44545.0
balanced,0.25,seen_so_far_backlog,50.0,657,10,44768,223,0,0,223,44545,44545.0
balanced,0.25,seen_so_far_backlog,50.0,658,14,44782,223,0,0,223,44559,44559.0
balanced,0.25,seen_so_far_backlog,50.0,659,2500,47282,236,13,13,236,47046,47059.0
balanced,0.25,seen_so_far_backlog,50.0,660,12,47294,236,0,0,236,47058,47058.0
balanced,0.25,seen_so_far_backlog,50.0,661,4877,52171,260,24,24,260,51911,51935.0
balanced,0.25,seen_so_far_backlog,50.0,662,2,52173,260,0,0,260,51913,51913.0
balanced,0.25,seen_so_far_backlog,50.0,663,10,52183,260,0,0,260,51923,51923.0
balanced,0.25,seen_so_far_backlog,50.0,664,1125,53308,266,6,6,266,53042,53048.0
balanced,0.25,seen_so_far_backlog,50.0,665,10,53318,266,0,0,266,53052,53052.0
balanced,0.25,seen_so_far_backlog,50.0,666,6,53324,266,0,0,266,53058,53058.0
balanced,0.25,seen_so_far_backlog,50.0,667,1400,54724,273,7,7,273,54451,54458.0
balanced,0.25,seen_so_far_backlog,50.0,668,8,54732,273,0,0,273,54459,54459.0
balanced,0.25,seen_so_far_backlog,50.0,669,322,55054,275,2,2,275,54779,54781.0
balanced,0.25,seen_so_far_backlog,50.0,670,1906,56960,284,9,9,284,56676,56685.0
balanced,0.25,seen_so_far_backlog,50.0,671,18,56978,284,0,0,284,56694,56694.0
balanced,0.25,seen_so_far_backlog,50.0,672,153,57131,285,1,1,285,56846,56847.0
balanced,0.25,seen_so_far_backlog,50.0,673,445,57576,287,2,2,287,57289,57291.0
balanced,0.25,seen_so_far_backlog,50.0,674,14,57590,287,0,0,287,57303,57303.0
balanced,0.25,seen_so_far_backlog,50.0,675,30,57620,288,1,1,288,57332,57333.0
balanced,0.25,seen_so_far_backlog,50.0,676,8,57628,288,0,0,288,57340,57340.0
balanced,0.25,seen_so_far_backlog,50.0,677,8,57636,288,0,0,288,57348,57348.0
balanced,0.25,seen_so_far_backlog,50.0,678,6,57642,288,0,0,288,57354,57354.0
balanced,0.25,seen_so_far_backlog,50.0,679,72,57714,288,0,0,288,57426,57426.0
balanced,0.25,seen_so_far_backlog,50.0,680,22,57736,288,0,0,288,57448,57448.0
balanced,0.25,seen_so_far_backlog,50.0,681,4703,62439,312,24,24,312,62127,62151.0
balanced,0.25,seen_so_far_backlog,50.0,682,6,62445,312,0,0,312,62133,62133.0
balanced,0.25,seen_so_far_backlog,50.0,683,2192,64637,323,11,11,323,64314,64325.0
balanced,0.25,seen_so_far_backlog,50.0,684,4562,69199,345,22,22,345,68854,68876.0
balanced,0.25,seen_so_far_backlog,50.0,685,14,69213,346,1,1,346,68867,68868.0
balanced,0.25,seen_so_far_backlog,50.0,686,4689,73902,369,23,23,369,73533,73556.0
balanced,0.25,seen_so_far_backlog,50.0,687,8040,81942,409,40,40,409,81533,81573.0
balanced,0.25,seen_so_far_backlog,50.0,688,7885,89827,449,40,40,449,89378,89418.0
balanced,0.25,seen_so_far_backlog,50.0,689,14,89841,449,0,0,449,89392,89392.0
balanced,0.25,seen_so_far_backlog,50.0,690,4972,94813,474,25,25,474,94339,94364.0
balanced,0.25,seen_so_far_backlog,50.0,691,4809,99622,498,24,24,498,99124,99148.0
balanced,0.25,seen_so_far_backlog,50.0,692,6898,106520,532,34,34,532,105988,106022.0
balanced,0.25,seen_so_far_backlog,50.0,693,4,106524,532,0,0,532,105992,105992.0
balanced,0.25,seen_so_far_backlog,50.0,694,2664,109188,545,13,13,545,108643,108656.0
balanced,0.25,seen_so_far_backlog,50.0,695,2827,112015,560,15,15,560,111455,111470.0
balanced,0.25,seen_so_far_backlog,50.0,696,6,112021,560,0,0,560,111461,111461.0
balanced,0.25,seen_so_far_backlog,50.0,697,12,112033,560,0,0,560,111473,111473.0
balanced,0.25,seen_so_far_backlog,50.0,698,65,112098,560,0,0,560,111538,111538.0
balanced,0.25,seen_so_far_backlog,50.0,699,55,112153,560,0,0,560,111593,111593.0
balanced,0.25,seen_so_far_backlog,50.0,700,6,112159,560,0,0,560,111599,111599.0
balanced,0.25,seen_so_far_backlog,50.0,701,18,112177,560,0,0,560,111617,111617.0
balanced,0.25,seen_so_far_backlog,50.0,702,14,112191,560,0,0,560,111631,111631.0
balanced,0.25,seen_so_far_backlog,50.0,703,8,112199,560,0,0,560,111639,111639.0
balanced,0.25,seen_so_far_backlog,50.0,704,16,112215,561,1,1,561,111654,111655.0
balanced,0.25,seen_so_far_backlog,50.0,705,2362,114577,572,11,11,572,114005,114016.0
balanced,0.25,seen_so_far_backlog,50.0,706,4,114581,572,0,0,572,114009,114009.0
balanced,0.25,seen_so_far_backlog,50.0,707,309,114890,574,2,2,574,114316,114318.0
balanced,0.25,seen_so_far_backlog,50.0,708,4,114894,574,0,0,574,114320,114320.0
balanced,0.25,seen_so_far_backlog,50.0,709,2313,117207,586,12,12,586,116621,116633.0
balanced,0.25,seen_so_far_backlog,50.0,710,1788,118995,594,8,8,594,118401,118409.0
balanced,0.25,seen_so_far_backlog,50.0,711,8,119003,595,1,1,595,118408,118409.0
balanced,0.25,seen_so_far_backlog,50.0,712,23,119026,595,0,0,595,118431,118431.0
balanced,0.25,seen_so_far_backlog,50.0,713,8,119034,595,0,0,595,118439,118439.0
balanced,0.25,seen_so_far_backlog,50.0,714,681,119715,598,3,3,598,119117,119120.0
balanced,0.25,seen_so_far_backlog,50.0,715,1879,121594,607,9,9,607,120987,120996.0
balanced,0.25,seen_so_far_backlog,50.0,716,140,121734,608,1,1,608,121126,121127.0
balanced,0.25,seen_so_far_backlog,50.0,717,632,122366,611,3,3,611,121755,121758.0
balanced,0.25,seen_so_far_backlog,50.0,718,918,123284,616,5,5,616,122668,122673.0
balanced,0.25,seen_so_far_backlog,50.0,719,14,123298,616,0,0,616,122682,122682.0
balanced,0.25,seen_so_far_backlog,50.0,720,10,123308,616,0,0,616,122692,122692.0
balanced,0.25,seen_so_far_backlog,50.0,721,4,123312,616,0,0,616,122696,122696.0
balanced,0.25,seen_so_far_backlog,50.0,722,10,123322,616,0,0,616,122706,122706.0
balanced,0.25,seen_so_far_backlog,50.0,723,14,123336,616,0,0,616,122720,122720.0
balanced,0.25,seen_so_far_backlog,50.0,724,14,123350,616,0,0,616,122734,122734.0
balanced,0.25,seen_so_far_backlog,50.0,725,4,123354,616,0,0,616,122738,122738.0
balanced,0.25,seen_so_far_backlog,50.0,726,22,123376,616,0,0,616,122760,122760.0
balanced,0.25,seen_so_far_backlog,50.0,727,12,123388,616,0,0,616,122772,122772.0
balanced,0.25,seen_so_far_backlog,50.0,728,10,123398,616,0,0,616,122782,122782.0
balanced,0.25,seen_so_far_backlog,50.0,729,4,123402,617,1,1,617,122785,122786.0
balanced,0.25,seen_so_far_backlog,50.0,730,28,123430,617,0,0,617,122813,122813.0
balanced,0.25,seen_so_far_backlog,50.0,731,16,123446,617,0,0,617,122829,122829.0
balanced,0.25,seen_so_far_backlog,50.0,732,10,123456,617,0,0,617,122839,122839.0
balanced,0.25,seen_so_far_backlog,50.0,733,10,123466,617,0,0,617,122849,122849.0
balanced,0.25,seen_so_far_backlog,50.0,734,8,123474,617,0,0,617,122857,122857.0
balanced,0.25,seen_so_far_backlog,50.0,735,12,123486,617,0,0,617,122869,122869.0
balanced,0.25,seen_so_far_backlog,50.0,736,14,123500,617,0,0,617,122883,122883.0
balanced,0.25,seen_so_far_backlog,50.0,737,10,123510,617,0,0,617,122893,122893.0
balanced,0.25,seen_so_far_backlog,50.0,738,10,123520,617,0,0,617,122903,122903.0
balanced,0.25,seen_so_far_backlog,50.0,739,10,123530,617,0,0,617,122913,122913.0
balanced,0.25,seen_so_far_backlog,50.0,740,6,123536,617,0,0,617,122919,122919.0
balanced,0.25,seen_so_far_backlog,50.0,741,22,123558,617,0,0,617,122941,122941.0
balanced,0.25,seen_so_far_backlog,50.0,742,14,123572,617,0,0,617,122955,122955.0
balanced,0.25,seen_so_far_backlog,50.0,743,8,123580,617,0,0,617,122963,122963.0
value_first,0.25,current_step_only,50.0,595,5434,5434,27,27,27,27,0,
value_first,0.25,current_step_only,50.0,596,9319,14753,73,46,46,73,0,
value_first,0.25,current_step_only,50.0,597,2486,17239,86,13,13,86,0,
value_first,0.25,current_step_only,50.0,598,934,18173,90,4,4,90,0,
value_first,0.25,current_step_only,50.0,599,1816,19989,99,9,9,99,0,
value_first,0.25,current_step_only,50.0,600,18,20007,100,1,1,100,0,
value_first,0.25,current_step_only,50.0,601,865,20872,104,4,4,104,0,
value_first,0.25,current_step_only,50.0,602,8,20880,104,0,0,104,0,
value_first,0.25,current_step_only,50.0,603,12,20892,104,0,0,104,0,
value_first,0.25,current_step_only,50.0,604,8,20900,104,0,0,104,0,
value_first,0.25,current_step_only,50.0,605,16,20916,104,0,0,104,0,
value_first,0.25,current_step_only,50.0,606,14,20930,104,0,0,104,0,
value_first,0.25,current_step_only,50.0,607,8,20938,104,0,0,104,0,
value_first,0.25,current_step_only,50.0,608,1082,22020,110,6,6,110,0,
value_first,0.25,current_step_only,50.0,609,8,22028,110,0,0,110,0,
value_first,0.25,current_step_only,50.0,610,1199,23227,116,6,6,116,0,
value_first,0.25,current_step_only,50.0,611,14,23241,116,0,0,116,0,
value_first,0.25,current_step_only,50.0,612,2677,25918,129,13,13,129,0,
value_first,0.25,current_step_only,50.0,613,45,25963,129,0,0,129,0,
value_first,0.25,current_step_only,50.0,614,1278,27241,136,7,7,136,0,
value_first,0.25,current_step_only,50.0,615,8,27249,136,0,0,136,0,
value_first,0.25,current_step_only,50.0,616,6,27255,136,0,0,136,0,
value_first,0.25,current_step_only,50.0,617,2680,29935,149,13,13,149,0,
value_first,0.25,current_step_only,50.0,618,8,29943,149,0,0,149,0,
value_first,0.25,current_step_only,50.0,619,2800,32743,163,14,14,163,0,
value_first,0.25,current_step_only,50.0,620,8,32751,163,0,0,163,0,
value_first,0.25,current_step_only,50.0,621,1121,33872,169,6,6,169,0,
value_first,0.25,current_step_only,50.0,622,4,33876,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,623,6,33882,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,624,10,33892,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,625,24,33916,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,626,6,33922,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,627,4,33926,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,628,6,33932,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,629,20,33952,169,0,0,169,0,
value_first,0.25,current_step_only,50.0,630,150,34102,170,1,1,170,0,
value_first,0.25,current_step_only,50.0,631,12,34114,170,0,0,170,0,
value_first,0.25,current_step_only,50.0,632,8,34122,170,0,0,170,0,
value_first,0.25,current_step_only,50.0,633,8,34130,170,0,0,170,0,
value_first,0.25,current_step_only,50.0,634,10,34140,170,0,0,170,0,
value_first,0.25,current_step_only,50.0,635,16,34156,170,0,0,170,0,
value_first,0.25,current_step_only,50.0,636,12,34168,170,0,0,170,0,
value_first,0.25,current_step_only,50.0,637,3390,37558,187,17,17,187,0,
value_first,0.25,current_step_only,50.0,638,14,37572,187,0,0,187,0,
value_first,0.25,current_step_only,50.0,639,14,37586,187,0,0,187,0,
value_first,0.25,current_step_only,50.0,640,1398,38984,194,7,7,194,0,
value_first,0.25,current_step_only,50.0,641,10,38994,194,0,0,194,0,
value_first,0.25,current_step_only,50.0,642,1141,40135,200,6,6,200,0,
value_first,0.25,current_step_only,50.0,643,14,40149,200,0,0,200,0,
value_first,0.25,current_step_only,50.0,644,2267,42416,212,12,12,212,0,
value_first,0.25,current_step_only,50.0,645,10,42426,212,0,0,212,0,
value_first,0.25,current_step_only,50.0,646,20,42446,212,0,0,212,0,
value_first,0.25,current_step_only,50.0,647,10,42456,212,0,0,212,0,
value_first,0.25,current_step_only,50.0,648,14,42470,212,0,0,212,0,
value_first,0.25,current_step_only,50.0,649,263,42733,213,1,1,213,0,
value_first,0.25,current_step_only,50.0,650,16,42749,213,0,0,213,0,
value_first,0.25,current_step_only,50.0,651,10,42759,213,0,0,213,0,
value_first,0.25,current_step_only,50.0,652,14,42773,213,0,0,213,0,
value_first,0.25,current_step_only,50.0,653,8,42781,213,0,0,213,0,
value_first,0.25,current_step_only,50.0,654,8,42789,213,0,0,213,0,
value_first,0.25,current_step_only,50.0,655,4,42793,213,0,0,213,0,
value_first,0.25,current_step_only,50.0,656,1965,44758,223,10,10,223,0,
value_first,0.25,current_step_only,50.0,657,10,44768,223,0,0,223,0,
value_first,0.25,current_step_only,50.0,658,14,44782,223,0,0,223,0,
value_first,0.25,current_step_only,50.0,659,2500,47282,236,13,13,236,0,
value_first,0.25,current_step_only,50.0,660,12,47294,236,0,0,236,0,
value_first,0.25,current_step_only,50.0,661,4877,52171,260,24,24,260,0,
value_first,0.25,current_step_only,50.0,662,2,52173,260,0,0,260,0,
value_first,0.25,current_step_only,50.0,663,10,52183,260,0,0,260,0,
value_first,0.25,current_step_only,50.0,664,1125,53308,266,6,6,266,0,
value_first,0.25,current_step_only,50.0,665,10,53318,266,0,0,266,0,
value_first,0.25,current_step_only,50.0,666,6,53324,266,0,0,266,0,
value_first,0.25,current_step_only,50.0,667,1400,54724,273,7,7,273,0,
value_first,0.25,current_step_only,50.0,668,8,54732,273,0,0,273,0,
value_first,0.25,current_step_only,50.0,669,322,55054,275,2,2,275,0,
value_first,0.25,current_step_only,50.0,670,1906,56960,284,9,9,284,0,
value_first,0.25,current_step_only,50.0,671,18,56978,284,0,0,284,0,
value_first,0.25,current_step_only,50.0,672,153,57131,285,1,1,285,0,
value_first,0.25,current_step_only,50.0,673,445,57576,287,2,2,287,0,
value_first,0.25,current_step_only,50.0,674,14,57590,287,0,0,287,0,
value_first,0.25,current_step_only,50.0,675,30,57620,288,1,1,288,0,
value_first,0.25,current_step_only,50.0,676,8,57628,288,0,0,288,0,
value_first,0.25,current_step_only,50.0,677,8,57636,288,0,0,288,0,
value_first,0.25,current_step_only,50.0,678,6,57642,288,0,0,288,0,
value_first,0.25,current_step_only,50.0,679,72,57714,288,0,0,288,0,
value_first,0.25,current_step_only,50.0,680,22,57736,288,0,0,288,0,
