step,active_regime,ttl_steps,transactions,cumulative_transactions,cumulative_entitlement,new_slots_available,selected_this_step,selected_cumulative,expired_this_step,expired_cumulative,pending_after_selection,pending_age_mean_steps,pending_age_p90_steps,pending_age_max_steps
645,2,10,10,42426,212,0,0,212,8,33957,8257,4.8645997335594044,8.0,10
646,2,10,20,42446,212,0,0,212,14,33971,8263,5.841703981604744,9.0,10
647,2,10,10,42456,212,0,0,212,11,33982,8262,6.827886710239651,10.0,10
648,2,10,14,42470,212,0,0,212,3384,37366,4892,5.611201962387572,8.0,10
649,2,10,263,42733,213,1,1,213,9,37375,5145,6.266083576287658,9.0,10
650,2,10,16,42749,213,0,0,213,14,37389,5147,7.233339809597824,10.0,10
651,2,10,10,42759,213,0,0,213,1395,38784,3762,7.185539606592238,9.0,10
652,2,10,14,42773,213,0,0,213,8,38792,3768,8.149150743099788,10.0,10
653,2,10,8,42781,213,0,0,213,1140,39932,2636,8.320940819423368,9.0,10
654,2,10,8,42789,213,0,0,213,10,39942,2634,9.286256643887624,10.0,10
655,2,10,4,42793,213,0,0,213,2262,42204,376,5.882978723404255,8.0,10
656,2,10,1965,44758,223,10,10,223,9,42213,2322,1.0391903531438416,7.0,10
657,2,10,10,44768,223,0,0,223,14,42227,2318,1.9762726488352027,8.0,10
658,2,10,14,44782,223,0,0,223,10,42237,2322,2.9237726098191215,9.0,10
659,2,10,2500,47282,236,13,13,236,14,42251,4795,1.8604796663190823,3.0,10
660,2,10,12,47294,236,0,0,236,263,42514,4544,2.3818221830985915,4.0,10
661,2,10,4877,52171,260,24,24,260,14,42528,9383,1.6157945220078866,5.0,10
662,2,10,2,52173,260,0,0,260,7,42535,9378,2.608978460226061,6.0,10
663,2,10,10,52183,260,0,0,260,12,42547,9376,3.595669795221843,7.0,10
664,2,10,1125,53308,266,6,6,266,8,42555,10487,4.0994564699151335,8.0,10
665,2,10,10,53318,266,0,0,266,7,42562,10490,5.090657769304099,9.0,10
666,2,10,6,53324,266,0,0,266,4,42566,10492,6.085303088067099,10.0,10
667,2,10,1400,54724,273,7,7,273,1963,44529,9922,5.312638580931264,8.0,10
668,2,10,8,54732,273,0,0,273,7,44536,9923,6.304242668547818,9.0,10
669,2,10,322,55054,275,2,2,275,11,44547,10232,7.071735731039875,10.0,10
670,2,10,1906,56960,284,9,9,284,2474,47021,9655,5.734852408078716,9.0,10
671,2,10,18,56978,284,0,0,284,12,47033,9661,6.717006521064072,10.0,10
672,2,10,153,57131,285,1,1,285,4872,51905,4941,4.242258652094717,8.0,10
673,2,10,445,57576,287,2,2,287,1,51906,5383,4.809028422812558,9.0,10
674,2,10,14,57590,287,0,0,287,10,51916,5387,5.784295526266939,10.0,10
675,2,10,30,57620,288,1,1,288,1122,53038,4294,5.636935258500233,8.0,10
676,2,10,8,57628,288,0,0,288,9,53047,4293,6.615420451898439,9.0,10
677,2,10,8,57636,288,0,0,288,6,53053,4295,7.596507566938301,10.0,10
678,2,10,6,57642,288,0,0,288,1398,54451,2903,7.421288322425077,9.0,10
679,2,10,72,57714,288,0,0,288,4,54455,2971,8.213732749915854,10.0,10
680,2,10,22,57736,288,0,0,288,321,54776,2672,8.923278443113773,10.0,10
681,2,10,4703,62439,312,24,24,312,1900,56676,5451,1.0143093010456796,8.0,10
682,2,10,6,62445,312,0,0,312,14,56690,5443,1.988976667279074,9.0,10
683,2,10,2192,64637,323,11,11,323,152,56842,7472,1.94767130620985,2.0,10
684,2,10,4562,69199,345,22,22,345,445,57287,11567,1.4809371487853376,3.0,10
685,2,10,14,69213,346,1,1,346,10,57297,11570,2.4707865168539325,4.0,10
686,2,10,4689,73902,369,23,23,369,26,57323,16210,2.456755089450956,5.0,10
687,2,10,8040,81942,409,40,40,409,6,57329,24204,2.3072219467856554,6.0,10
688,2,10,7885,89827,449,40,40,449,2,57331,32047,2.4917777015009204,7.0,10
689,2,10,14,89841,449,0,0,449,5,57336,32056,3.489081607187422,8.0,10
690,2,10,4972,94813,474,25,25,474,70,57406,36933,3.8726071534941653,9.0,10
691,2,10,4809,99622,498,24,24,498,14,57420,41704,4.308531555726069,10.0,10
692,2,10,6898,106520,532,34,34,532,4686,62106,43882,3.8664600519575223,8.0,10
693,2,10,4,106524,532,0,0,532,6,62112,43880,4.86517775752051,9.0,10
694,2,10,2664,109188,545,13,13,545,2179,64291,44352,5.261318542568542,9.900000000001455,10
695,3,10,2827,112015,560,15,15,560,4436,68727,42728,5.355481183299007,9.0,10
696,3,10,6,112021,560,0,0,560,7,68734,42727,6.353827790390151,10.0,10
697,3,10,12,112033,560,0,0,560,4672,73406,38067,6.90401134841201,10.0,10
698,3,10,65,112098,560,0,0,560,8014,81420,30118,7.063151603692145,10.0,10
699,3,10,55,112153,560,0,0,560,7881,89301,22292,7.004979364794545,9.0,10
700,3,10,6,112159,560,0,0,560,9,89310,22289,8.001615146484813,10.0,10
701,3,10,18,112177,560,0,0,560,4964,94274,17343,8.420284841146284,10.0,10
702,3,10,14,112191,560,0,0,560,4806,99080,12551,8.804876105489603,10.0,10
703,3,10,8,112199,560,0,0,560,6890,105970,5669,8.338507673310989,9.0,10
704,3,10,16,112215,561,1,1,561,3,105973,5681,9.31262101742651,10.0,10
705,3,10,2362,114577,572,11,11,572,2658,108631,5374,5.451060662448827,10.0,10
706,3,10,4,114581,572,0,0,572,2824,111455,2554,1.4111198120595145,1.0,10
707,3,10,309,114890,574,2,2,574,6,111461,2855,2.133800350262697,2.0,10
708,3,10,4,114894,574,0,0,574,12,111473,2847,3.0962416578854937,3.0,10
709,3,10,2313,117207,586,12,12,586,60,111533,5088,2.149567610062893,4.0,10
710,3,10,1788,118995,594,8,8,594,54,111587,6814,2.2646022894041677,5.0,10
711,3,10,8,119003,595,1,1,595,6,111593,6815,3.2544387380777695,6.0,10
712,3,10,23,119026,595,0,0,595,15,111608,6823,4.225267477649128,7.0,10
713,3,10,8,119034,595,0,0,595,8,111616,6823,5.212369925252822,8.0,10
714,3,10,681,119715,598,3,3,598,6,111622,7495,5.64603068712475,9.0,10
715,3,10,1879,121594,607,9,9,607,11,111633,9354,5.309813983322643,10.0,10
716,3,10,140,121734,608,1,1,608,2361,113994,7132,4.63418395961862,7.0,10
717,3,10,632,122366,611,3,3,611,4,113998,7757,5.174423101714581,8.0,10
718,3,10,918,123284,616,5,5,616,307,114305,8363,5.32320937462633,9.0,10
719,3,10,14,123298,616,0,0,616,2,114307,8375,6.311522388059702,10.0,10
720,3,10,10,123308,616,0,0,616,2313,116620,6072,5.894433465085639,10.0,10
721,3,10,4,123312,616,0,0,616,1779,118399,4297,5.188270886665115,7.0,10
722,3,10,10,123322,616,0,0,616,5,118404,4302,6.168293816829381,8.0,10
723,3,10,14,123336,616,0,0,616,23,118427,4293,7.124388539482879,9.0,10
724,3,10,14,123350,616,0,0,616,6,118433,4301,8.093931643803767,10.0,10
725,3,10,4,123354,616,0,0,616,678,119111,3627,8.727598566308243,10.0,10
726,3,10,22,123376,616,0,0,616,1876,120987,1773,8.260575296108291,9.0,10
727,3,10,12,123388,616,0,0,616,138,121125,1647,9.047358834244081,10.0,10
728,3,10,10,123398,616,0,0,616,630,121755,1027,9.365141187925998,10.0,10
729,3,10,4,123402,617,1,1,617,913,122668,117,5.128205128205129,10.0,10
730,3,10,28,123430,617,0,0,617,14,122682,131,4.297709923664122,9.0,10
731,3,10,16,123446,617,0,0,617,10,122692,137,4.262773722627737,8.400000000000006,10
732,3,10,10,123456,617,0,0,617,4,122696,143,4.734265734265734,9.0,10
733,3,10,10,123466,617,0,0,617,10,122706,143,4.965034965034965,9.0,10
734,3,10,8,123474,617,0,0,617,14,122720,137,5.102189781021898,9.400000000000006,10
735,3,10,12,123486,617,0,0,617,14,122734,135,5.051851851851852,9.0,10
736,3,10,14,123500,617,0,0,617,4,122738,145,5.3310344827586205,10.0,10
737,3,10,10,123510,617,0,0,617,22,122760,133,5.082706766917293,9.0,10
738,3,10,10,123520,617,0,0,617,11,122771,132,5.212121212121212,8.900000000000006,10
739,3,10,10,123530,617,0,0,617,10,122781,132,5.378787878787879,9.0,10
740,3,10,6,123536,617,0,0,617,4,122785,134,5.955223880597015,10.0,10
741,3,10,22,123558,617,0,0,617,28,122813,128,4.875,10.0,10
742,3,10,14,123572,617,0,0,617,16,122829,126,4.571428571428571,9.0,10
743,3,10,8,123580,617,0,0,617,10,122839,124,4.774193548387097,9.0,10
595,1,20,5434,5434,27,27,27,27,0,0,5407,0.0,0.0,0
596,1,20,9319,14753,73,46,46,73,0,0,14680,0.3683242506811989,1.0,1
597,1,20,2486,17239,86,13,13,86,0,0,17153,1.170932198449251,2.0,2
598,1,20,934,18173,90,4,4,90,0,0,18083,2.059171597633136,3.0,3
599,1,20,1816,19989,99,9,9,99,0,0,19890,2.7810960281548516,4.0,4
600,1,20,18,20007,100,1,1,100,0,0,19907,3.777867081930979,5.0,5
601,1,20,865,20872,104,4,4,104,0,0,20768,4.579593605546996,6.0,6
602,1,20,8,20880,104,0,0,104,0,0,20776,5.577445128994994,7.0,7
603,1,20,12,20892,104,0,0,104,0,0,20788,6.573648258610737,8.0,8
604,1,20,8,20900,104,0,0,104,0,0,20796,7.5707347566839776,9.0,9
605,1,20,16,20916,104,0,0,104,0,0,20812,8.564145685181625,10.0,10
606,1,20,14,20930,104,0,0,104,0,0,20826,9.557716316143283,11.0,11
607,1,20,8,20938,104,0,0,104,0,0,20834,10.55366228280695,12.0,12
608,1,20,1082,22020,110,6,6,110,0,0,21910,10.985668644454586,13.0,13
609,1,20,8,22028,110,0,0,110,0,0,21918,11.981293913678256,14.0,14
610,1,20,1199,23227,116,6,6,116,0,0,23111,12.30963610401973,15.0,15
611,1,20,14,23241,116,0,0,116,0,0,23125,13.301578378378379,16.0,16
612,1,20,2677,25918,129,13,13,129,0,0,25789,12.822792663538719,17.0,17
613,1,20,45,25963,129,0,0,129,0,0,25834,13.798714871874274,18.0,18
614,1,20,1278,27241,136,7,7,136,0,0,27105,14.10470392916436,19.0,19
615,1,20,8,27249,136,0,0,136,0,0,27113,15.100247113930587,20.0,20
616,1,20,6,27255,136,0,0,136,5407,5407,21712,14.875598747236552,20.0,20
617,1,20,2680,29935,149,13,13,149,9269,14676,15110,9.929583057577764,20.0,20
618,1,20,8,29943,149,0,0,149,2475,17151,12643,8.951277386696196,19.0,20
619,1,20,2800,32743,163,14,14,163,931,18082,14498,7.324113670851152,20.0,20
620,1,20,8,32751,163,0,0,163,1808,19890,12698,6.514017955583556,12.0,20
621,1,20,1121,33872,169,6,6,169,13,19903,13800,6.894202898550724,13.0,20
622,1,20,4,33876,169,0,0,169,864,20767,12940,7.0166924265842345,12.0,20
623,1,20,6,33882,169,0,0,169,7,20774,12939,8.005951000850143,13.0,20
624,1,20,10,33892,169,0,0,169,7,20781,12942,8.992505022407665,14.0,20
625,1,20,24,33916,169,0,0,169,6,20787,12960,9.968904320987654,15.0,20
626,1,20,6,33922,169,0,0,169,14,20801,12952,10.952980234712786,16.0,20
627,1,20,4,33926,169,0,0,169,9,20810,12947,11.942998378002626,17.0,20
628,1,20,6,33932,169,0,0,169,8,20818,12945,12.932020084974894,18.0,20
629,1,20,20,33952,169,0,0,169,1077,21895,11888,13.268253701211306,19.0,20
630,1,20,150,34102,170,1,1,170,8,21903,12029,14.086623992019287,19.0,20
631,1,20,12,34114,170,0,0,170,1198,23101,10843,14.416582126717698,19.0,20
632,1,20,8,34122,170,0,0,170,13,23114,10838,15.398505259272929,20.0,20
633,1,20,8,34130,170,0,0,170,2670,25784,8176,14.879770058708415,19.0,20
634,1,20,10,34140,170,0,0,170,42,25826,8144,15.833865422396856,20.0,20
635,1,20,16,34156,170,0,0,170,1272,27098,6888,16.025406504065042,18.0,20
636,1,20,12,34168,170,0,0,170,6,27104,6894,16.992312155497533,19.0,20
637,1,20,3390,37558,187,17,17,187,4,27108,10263,12.063821494689662,20.0,20
638,1,20,14,37572,187,0,0,187,2669,29777,7608,10.255651945320714,19.0,20
639,1,20,14,37586,187,0,0,187,7,29784,7615,11.226001313197637,20.0,20
640,1,20,1398,38984,194,7,7,194,2796,32580,6210,5.530434782608696,19.0,20
641,1,20,10,38994,194,0,0,194,8,32588,6212,6.501287830006439,20.0,20
642,1,20,1141,40135,200,6,6,200,1115,33703,6232,3.714537869062901,5.0,20
643,1,20,14,40149,200,0,0,200,4,33707,6242,4.693527715475809,6.0,20
644,1,20,2267,42416,212,12,12,212,6,33713,8491,4.163349428806972,7.0,20
645,2,20,10,42426,212,0,0,212,7,33720,8494,5.14421944902284,8.0,20
646,2,20,20,42446,212,0,0,212,16,33736,8498,6.1017886561543895,9.0,20
647,2,20,10,42456,212,0,0,212,6,33742,8502,7.083627381792519,10.0,20
648,2,20,14,42470,212,0,0,212,3,33745,8513,8.065781745565605,11.0,20
649,2,20,263,42733,213,1,1,213,6,33751,8769,8.78629262173566,12.0,20
650,2,20,16,42749,213,0,0,213,17,33768,8768,9.746692518248175,13.0,20
651,2,20,10,42759,213,0,0,213,149,33917,8629,10.557190868003245,14.0,20
652,2,20,14,42773,213,0,0,213,8,33925,8635,11.529704690214244,15.0,20
653,2,20,8,42781,213,0,0,213,8,33933,8635,12.510248986682107,16.0,20
654,2,20,8,42789,213,0,0,213,7,33940,8636,13.491662806855025,17.0,20
655,2,20,4,42793,213,0,0,213,8,33948,8632,14.478915662650602,18.0,20
656,2,20,1965,44758,223,10,10,223,14,33962,10573,12.602288848954885,19.0,20
657,2,20,10,44768,223,0,0,223,11,33973,10572,13.58172531214529,20.0,20
658,2,20,14,44782,223,0,0,223,3388,37361,7198,11.532370102806334,18.0,20
659,2,20,2500,47282,236,13,13,236,9,37370,9676,9.297126911947085,19.0,20
660,2,20,12,47294,236,0,0,236,14,37384,9674,10.2688649989663,20.0,20
661,2,20,4877,52171,260,24,24,260,1396,38780,13131,6.057573680603153,17.0,20
662,2,20,2,52173,260,0,0,260,8,38788,13125,7.048,18.0,20
663,2,20,10,52183,260,0,0,260,1140,39928,11995,6.810337640683618,19.0,20
664,2,20,1125,53308,266,6,6,266,12,39940,13102,7.129827507250801,20.0,20
665,2,20,10,53318,266,0,0,266,2264,42204,10848,5.436301622418879,9.0,20
666,2,20,6,53324,266,0,0,266,7,42211,10847,6.423342859776897,10.0,20
667,2,20,1400,54724,273,7,7,273,8,42219,12232,6.565156965336821,11.0,20
668,2,20,8,54732,273,0,0,273,8,42227,12232,7.5514224983649445,12.0,20
669,2,20,322,55054,275,2,2,275,13,42240,12539,8.32020097296435,13.0,20
670,2,20,1906,56960,284,9,9,284,263,42503,14173,7.8547943272419385,14.0,20
671,2,20,18,56978,284,0,0,284,14,42517,14177,8.831558157579178,15.0,20
672,2,20,153,57131,285,1,1,285,7,42524,14322,9.721686915235303,16.0,20
673,2,20,445,57576,287,2,2,287,12,42536,14753,10.391106893513184,17.0,20
674,2,20,14,57590,287,0,0,287,8,42544,14759,11.375093163493462,18.0,20
675,2,20,30,57620,288,1,1,288,7,42551,14781,12.346728908734185,19.0,20
676,2,20,8,57628,288,0,0,288,4,42555,14785,13.337436591139669,20.0,20
677,2,20,8,57636,288,0,0,288,1963,44518,12830,13.309119251753703,18.0,20
678,2,20,6,57642,288,0,0,288,7,44525,12829,14.298776210148882,19.0,20
679,2,20,72,57714,288,0,0,288,11,44536,12890,15.20845616757176,20.0,20
680,2,20,22,57736,288,0,0,288,2482,47018,10430,15.034036433365292,19.0,20
681,2,20,4703,62439,312,24,24,312,12,47030,15097,11.05497781016096,20.0,20
682,2,20,6,62445,312,0,0,312,4873,51903,10230,7.7869990224828936,18.0,20
683,2,20,2192,64637,323,11,11,323,1,51904,12410,7.236905721192587,16.0,20
684,2,20,4562,69199,345,22,22,345,10,51914,16940,6.021841794569068,17.0,20
685,2,20,14,69213,346,1,1,346,1122,53036,15831,6.0253932158423344,16.0,20
686,2,20,4689,73902,369,23,23,369,9,53045,20488,5.416634127294026,16.0,20
687,2,20,8040,81942,409,40,40,409,6,53051,28482,4.60403061582754,17.0,20
688,2,20,7885,89827,449,40,40,449,1398,54449,34929,3.7238111597812704,7.0,20
689,2,20,14,89841,449,0,0,449,3,54452,34940,4.7205208929593585,8.0,20
690,2,20,4972,94813,474,25,25,474,320,54772,39567,4.877726388151743,9.0,20
691,2,20,4809,99622,498,24,24,498,1900,56672,42452,4.533944219353623,10.0,20
692,2,20,6898,106520,532,34,34,532,11,56683,49305,4.755907108812494,11.0,20
693,2,20,4,106524,532,0,0,532,150,56833,49159,5.708924103419516,12.0,20
694,2,20,2664,109188,545,13,13,545,442,57275,51368,6.238806260707055,11.0,20
695,3,20,2827,112015,560,15,15,560,7,57282,54173,6.859173388957599,12.0,20
696,3,20,6,112021,560,0,0,560,24,57306,54155,7.852478995475948,13.0,20
697,3,20,12,112033,560,0,0,560,4,57310,54163,8.849620589701457,14.0,20
698,3,20,65,112098,560,0,0,560,2,57312,54226,9.837402721941505,15.0,20
699,3,20,55,112153,560,0,0,560,5,57317,54276,10.825484560395019,16.0,20
700,3,20,6,112159,560,0,0,560,69,57386,54213,11.812498847139985,17.0,20
701,3,20,18,112177,560,0,0,560,13,57399,54218,12.806282046552806,18.0,20
702,3,20,14,112191,560,0,0,560,4684,62083,49548,13.122325825462179,18.0,20
703,3,20,8,112199,560,0,0,560,6,62089,49550,14.119212916246216,19.0,20
704,3,20,16,112215,561,1,1,561,2179,64268,47386,14.843962351749461,18.0,20
705,3,20,2362,114577,572,11,11,572,4439,68707,45298,14.515188308534594,19.0,20
706,3,20,4,114581,572,0,0,572,7,68714,45295,15.512970526548184,20.0,20
707,3,20,309,114890,574,2,2,574,4676,73390,40926,15.876435517763769,20.0,20
708,3,20,4,114894,574,0,0,574,8024,81414,32906,15.868868899288884,20.0,20
709,3,20,2313,117207,586,12,12,586,7882,89296,27325,14.253796889295517,19.0,20
710,3,20,1788,118995,594,8,8,594,10,89306,29095,14.318611445265509,20.0,20
711,3,20,8,119003,595,1,1,595,4966,94272,24136,14.145218760357972,20.0,20
712,3,20,23,119026,595,0,0,595,4807,99079,19352,13.672902025630426,20.0,20
713,3,20,8,119034,595,0,0,595,6891,105970,12469,11.166813697970968,19.0,20
714,3,20,681,119715,598,3,3,598,3,105973,13144,11.536898965307364,20.0,20
715,3,20,1879,121594,607,9,9,607,2658,108631,12356,8.813774684363873,20.0,20
716,3,20,140,121734,608,1,1,608,2824,111455,9671,6.406266156550512,11.0,20
717,3,20,632,122366,611,3,3,611,6,111461,10294,6.945696522245968,12.0,20
718,3,20,918,123284,616,5,5,616,10,111471,11197,7.2861480753773336,13.0,20
719,3,20,14,123298,616,0,0,616,57,111528,11154,8.210776403084095,14.0,20
720,3,20,10,123308,616,0,0,616,54,111582,11110,9.145184518451845,15.0,20
721,3,20,4,123312,616,0,0,616,6,111588,11108,10.13566798703637,16.0,20
722,3,20,10,123322,616,0,0,616,15,111603,11103,11.112311987751058,17.0,20
723,3,20,14,123336,616,0,0,616,8,111611,11109,12.090647222972365,18.0,20
724,3,20,14,123350,616,0,0,616,7,111618,11116,13.069179560993163,19.0,20
725,3,20,4,123354,616,0,0,616,11,111629,11109,14.057250877666757,20.0,20
726,3,20,22,123376,616,0,0,616,2362,113991,8769,13.418747861785837,17.0,20
727,3,20,12,123388,616,0,0,616,4,113995,8777,14.396035091716987,18.0,20
728,3,20,10,123398,616,0,0,616,307,114302,8480,15.175,19.0,20
729,3,20,4,123402,617,1,1,617,2,114304,8481,16.167904728216012,20.0,20
730,3,20,28,123430,617,0,0,617,2313,116617,6196,15.659780503550678,20.0,20
731,3,20,16,123446,617,0,0,617,1780,118397,4432,14.856498194945848,17.0,20
732,3,20,10,123456,617,0,0,617,6,118403,4436,15.813796212804329,18.0,20
733,3,20,10,123466,617,0,0,617,23,118426,4423,16.754013113271537,19.0,20
734,3,20,8,123474,617,0,0,617,6,118432,4425,17.717514124293785,20.0,20
735,3,20,12,123486,617,0,0,617,678,119110,3759,18.24607608406491,20.0,20
736,3,20,14,123500,617,0,0,617,1877,120987,1896,17.367616033755276,19.0,20
737,3,20,10,123510,617,0,0,617,138,121125,1768,18.058257918552037,20.0,20
738,3,20,10,123520,617,0,0,617,630,121755,1148,17.826655052264808,20.0,20
739,3,20,10,123530,617,0,0,617,913,122668,245,9.959183673469388,18.0,20
740,3,20,6,123536,617,0,0,617,14,122682,237,10.08860759493671,17.400000000000006,20
741,3,20,22,123558,617,0,0,617,10,122692,249,9.710843373493976,18.0,20
742,3,20,14,123572,617,0,0,617,4,122696,259,9.972972972972974,18.0,20
743,3,20,8,123580,617,0,0,617,10,122706,257,10.24124513618677,19.0,20
595,1,40,5434,5434,27,27,27,27,0,0,5407,0.0,0.0,0
596,1,40,9319,14753,73,46,46,73,0,0,14680,0.3683242506811989,1.0,1
597,1,40,2486,17239,86,13,13,86,0,0,17153,1.170932198449251,2.0,2
598,1,40,934,18173,90,4,4,90,0,0,18083,2.059171597633136,3.0,3
599,1,40,1816,19989,99,9,9,99,0,0,19890,2.7810960281548516,4.0,4
600,1,40,18,20007,100,1,1,100,0,0,19907,3.777867081930979,5.0,5
601,1,40,865,20872,104,4,4,104,0,0,20768,4.579593605546996,6.0,6
602,1,40,8,20880,104,0,0,104,0,0,20776,5.577445128994994,7.0,7
603,1,40,12,20892,104,0,0,104,0,0,20788,6.573648258610737,8.0,8
604,1,40,8,20900,104,0,0,104,0,0,20796,7.5707347566839776,9.0,9
605,1,40,16,20916,104,0,0,104,0,0,20812,8.564145685181625,10.0,10
606,1,40,14,20930,104,0,0,104,0,0,20826,9.557716316143283,11.0,11
607,1,40,8,20938,104,0,0,104,0,0,20834,10.55366228280695,12.0,12
608,1,40,1082,22020,110,6,6,110,0,0,21910,10.985668644454586,13.0,13
609,1,40,8,22028,110,0,0,110,0,0,21918,11.981293913678256,14.0,14
610,1,40,1199,23227,116,6,6,116,0,0,23111,12.30963610401973,15.0,15
611,1,40,14,23241,116,0,0,116,0,0,23125,13.301578378378379,16.0,16
612,1,40,2677,25918,129,13,13,129,0,0,25789,12.822792663538719,17.0,17
613,1,40,45,25963,129,0,0,129,0,0,25834,13.798714871874274,18.0,18
614,1,40,1278,27241,136,7,7,136,0,0,27105,14.10470392916436,19.0,19
615,1,40,8,27249,136,0,0,136,0,0,27113,15.100247113930587,20.0,20
616,1,40,6,27255,136,0,0,136,0,0,27119,16.096684981009624,21.0,21
617,1,40,2680,29935,149,13,13,149,0,0,29786,15.565668434835157,22.0,22
618,1,40,8,29943,149,0,0,149,0,0,29794,16.56122037994227,23.0,23
619,1,40,2800,32743,163,14,14,163,0,0,32580,16.057120933087784,24.0,24
620,1,40,8,32751,163,0,0,163,0,0,32588,17.052933595188414,25.0,25
621,1,40,1121,33872,169,6,6,169,0,0,33703,17.45568643740913,26.0,26
622,1,40,4,33876,169,0,0,169,0,0,33707,18.4534963064052,27.0,27
623,1,40,6,33882,169,0,0,169,0,0,33713,19.45003411147035,28.0,28
624,1,40,10,33892,169,0,0,169,0,0,33723,20.44396999080746,29.0,29
625,1,40,24,33916,169,0,0,169,0,0,33747,21.42871958988947,30.0,30
626,1,40,6,33922,169,0,0,169,0,0,33753,22.42473261636003,31.0,31
627,1,40,4,33926,169,0,0,169,0,0,33757,23.421956927452083,32.0,32
628,1,40,6,33932,169,0,0,169,0,0,33763,24.41761691792791,33.0,33
629,1,40,20,33952,169,0,0,169,0,0,33783,25.40256933960868,34.0,34
630,1,40,150,34102,170,1,1,170,0,0,33932,26.28648473417423,35.0,35
631,1,40,12,34114,170,0,0,170,0,0,33944,27.276838321942023,36.0,36
632,1,40,8,34122,170,0,0,170,0,0,33952,28.270175541941565,37.0,37
633,1,40,8,34130,170,0,0,170,0,0,33960,29.263280329799766,38.0,38
634,1,40,10,34140,170,0,0,170,0,0,33970,30.254371504268473,39.0,39
635,1,40,16,34156,170,0,0,170,0,0,33986,31.239657506031897,40.0,40
636,1,40,12,34168,170,0,0,170,5407,5407,28591,30.569409954181385,40.0,40
637,1,40,3390,37558,187,17,17,187,9269,14676,22695,23.01951971799956,40.0,40
638,1,40,14,37572,187,0,0,187,2475,17151,20234,21.92586735198181,39.0,40
639,1,40,14,37586,187,0,0,187,931,18082,19317,22.038152922296423,38.0,40
640,1,40,1398,38984,194,7,7,194,1808,19890,18900,19.622169312169312,32.0,40
641,1,40,10,38994,194,0,0,194,13,19903,18897,20.597237656770915,33.0,40
642,1,40,1141,40135,200,6,6,200,864,20767,19168,19.442038814691152,32.0,40
643,1,40,14,40149,200,0,0,200,7,20774,19175,20.41960886571056,33.0,40
644,1,40,2267,42416,212,12,12,212,7,20781,21423,19.155020305279372,34.0,40
645,2,40,10,42426,212,0,0,212,6,20787,21427,20.13977691697391,35.0,40
646,2,40,20,42446,212,0,0,212,14,20801,21433,21.107077870573416,36.0,40
647,2,40,10,42456,212,0,0,212,9,20810,21434,22.088830829523186,37.0,40
648,2,40,14,42470,212,0,0,212,8,20818,21440,23.067070895522388,38.0,40
649,2,40,263,42733,213,1,1,213,1077,21895,20625,22.876945454545453,37.0,40
650,2,40,16,42749,213,0,0,213,8,21903,20633,23.85179082053022,38.0,40
651,2,40,10,42759,213,0,0,213,1198,23101,19445,23.84412445358704,39.0,40
652,2,40,14,42773,213,0,0,213,13,23114,19446,24.815437622133086,40.0,40
653,2,40,8,42781,213,0,0,213,2670,25784,16784,23.38757149666349,36.0,40
654,2,40,8,42789,213,0,0,213,42,25826,16750,24.334268656716418,37.0,40
655,2,40,4,42793,213,0,0,213,1272,27098,15482,24.04062782586229,38.0,40
656,2,40,1965,44758,223,10,10,223,6,27104,17431,22.22230508863519,39.0,40
657,2,40,10,44768,223,0,0,223,4,27108,17437,23.204909101336238,40.0,40
658,2,40,14,44782,223,0,0,223,2669,29777,14782,21.149506156135843,39.0,40
659,2,40,2500,47282,236,13,13,236,7,29784,17262,18.945834781601206,40.0,40
660,2,40,12,47294,236,0,0,236,2796,32580,14478,15.863309849426717,23.0,40
661,2,40,4877,52171,260,24,24,260,8,32588,19323,12.608963411478548,24.0,40
662,2,40,2,52173,260,0,0,260,1114,33702,18211,11.931909285596618,25.0,40
663,2,40,10,52183,260,0,0,260,4,33706,18217,12.918647417247627,26.0,40
664,2,40,1125,53308,266,6,6,266,6,33712,19330,13.103569580962235,27.0,40
665,2,40,10,53318,266,0,0,266,7,33719,19333,14.086535974758185,28.0,40
666,2,40,6,53324,266,0,0,266,16,33735,19323,15.060394348703618,29.0,40
667,2,40,1400,54724,273,7,7,273,6,33741,20710,14.968759053597296,30.0,40
668,2,40,8,54732,273,0,0,273,3,33744,20715,15.958966932174752,31.0,40
669,2,40,322,55054,275,2,2,275,6,33750,21029,16.693994008274288,32.0,40
670,2,40,1906,56960,284,9,9,284,16,33766,22910,16.211828895678742,33.0,40
671,2,40,18,56978,284,0,0,284,149,33915,22779,17.042626980991265,34.0,40
672,2,40,153,57131,285,1,1,285,8,33923,22923,17.914932600444967,35.0,40
673,2,40,445,57576,287,2,2,287,8,33931,23358,18.548463053343607,36.0,40
674,2,40,14,57590,287,0,0,287,7,33938,23365,19.530323132891077,37.0,40
675,2,40,30,57620,288,1,1,288,8,33946,23386,20.497861968699223,38.0,40
676,2,40,8,57628,288,0,0,288,14,33960,23380,21.478828058169377,39.0,40
677,2,40,8,57636,288,0,0,288,11,33971,23377,22.462420327672497,40.0,40
678,2,40,6,57642,288,0,0,288,3388,37359,19995,20.483770942735685,36.0,40
679,2,40,72,57714,288,0,0,288,9,37368,20058,21.397896101306213,37.0,40
680,2,40,22,57736,288,0,0,288,14,37382,20066,22.360360809329215,38.0,40
681,2,40,4703,62439,312,24,24,312,1395,38777,23350,17.621755888650963,37.0,40
682,2,40,6,62445,312,0,0,312,8,38785,23348,18.609302724002056,38.0,40
