strategy,step,active_regime,handoff_mode,transactions,cumulative_transactions,cumulative_entitlement,new_slots_available,selected_this_step,selected_cumulative,pending_after_selection
rescore_pending,679,2,rescore_pending,72,57714,288,0,0,288,57426
rescore_pending,680,2,rescore_pending,22,57736,288,0,0,288,57448
rescore_pending,681,2,rescore_pending,4703,62439,312,24,24,312,62127
rescore_pending,682,2,rescore_pending,6,62445,312,0,0,312,62133
rescore_pending,683,2,rescore_pending,2192,64637,323,11,11,323,64314
rescore_pending,684,2,rescore_pending,4562,69199,345,22,22,345,68854
rescore_pending,685,2,rescore_pending,14,69213,346,1,1,346,68867
rescore_pending,686,2,rescore_pending,4689,73902,369,23,23,369,73533
rescore_pending,687,2,rescore_pending,8040,81942,409,40,40,409,81533
rescore_pending,688,2,rescore_pending,7885,89827,449,40,40,449,89378
rescore_pending,689,2,rescore_pending,14,89841,449,0,0,449,89392
rescore_pending,690,2,rescore_pending,4972,94813,474,25,25,474,94339
rescore_pending,691,2,rescore_pending,4809,99622,498,24,24,498,99124
rescore_pending,692,2,rescore_pending,6898,106520,532,34,34,532,105988
rescore_pending,693,2,rescore_pending,4,106524,532,0,0,532,105992
rescore_pending,694,2,rescore_pending,2664,109188,545,13,13,545,108643
rescore_pending,695,3,rescore_pending,2827,112015,560,15,15,560,111455
rescore_pending,696,3,rescore_pending,6,112021,560,0,0,560,111461
rescore_pending,697,3,rescore_pending,12,112033,560,0,0,560,111473
rescore_pending,698,3,rescore_pending,65,112098,560,0,0,560,111538
rescore_pending,699,3,rescore_pending,55,112153,560,0,0,560,111593
rescore_pending,700,3,rescore_pending,6,112159,560,0,0,560,111599
rescore_pending,701,3,rescore_pending,18,112177,560,0,0,560,111617
rescore_pending,702,3,rescore_pending,14,112191,560,0,0,560,111631
rescore_pending,703,3,rescore_pending,8,112199,560,0,0,560,111639
rescore_pending,704,3,rescore_pending,16,112215,561,1,1,561,111654
rescore_pending,705,3,rescore_pending,2362,114577,572,11,11,572,114005
rescore_pending,706,3,rescore_pending,4,114581,572,0,0,572,114009
rescore_pending,707,3,rescore_pending,309,114890,574,2,2,574,114316
rescore_pending,708,3,rescore_pending,4,114894,574,0,0,574,114320
rescore_pending,709,3,rescore_pending,2313,117207,586,12,12,586,116621
rescore_pending,710,3,rescore_pending,1788,118995,594,8,8,594,118401
rescore_pending,711,3,rescore_pending,8,119003,595,1,1,595,118408
rescore_pending,712,3,rescore_pending,23,119026,595,0,0,595,118431
rescore_pending,713,3,rescore_pending,8,119034,595,0,0,595,118439
rescore_pending,714,3,rescore_pending,681,119715,598,3,3,598,119117
rescore_pending,715,3,rescore_pending,1879,121594,607,9,9,607,120987
rescore_pending,716,3,rescore_pending,140,121734,608,1,1,608,121126
rescore_pending,717,3,rescore_pending,632,122366,611,3,3,611,121755
rescore_pending,718,3,rescore_pending,918,123284,616,5,5,616,122668
rescore_pending,719,3,rescore_pending,14,123298,616,0,0,616,122682
rescore_pending,720,3,rescore_pending,10,123308,616,0,0,616,122692
rescore_pending,721,3,rescore_pending,4,123312,616,0,0,616,122696
rescore_pending,722,3,rescore_pending,10,123322,616,0,0,616,122706
rescore_pending,723,3,rescore_pending,14,123336,616,0,0,616,122720
rescore_pending,724,3,rescore_pending,14,123350,616,0,0,616,122734
rescore_pending,725,3,rescore_pending,4,123354,616,0,0,616,122738
rescore_pending,726,3,rescore_pending,22,123376,616,0,0,616,122760
rescore_pending,727,3,rescore_pending,12,123388,616,0,0,616,122772
rescore_pending,728,3,rescore_pending,10,123398,616,0,0,616,122782
rescore_pending,729,3,rescore_pending,4,123402,617,1,1,617,122785
rescore_pending,730,3,rescore_pending,28,123430,617,0,0,617,122813
rescore_pending,731,3,rescore_pending,16,123446,617,0,0,617,122829
rescore_pending,732,3,rescore_pending,10,123456,617,0,0,617,122839
rescore_pending,733,3,rescore_pending,10,123466,617,0,0,617,122849
rescore_pending,734,3,rescore_pending,8,123474,617,0,0,617,122857
rescore_pending,735,3,rescore_pending,12,123486,617,0,0,617,122869
rescore_pending,736,3,rescore_pending,14,123500,617,0,0,617,122883
rescore_pending,737,3,rescore_pending,10,123510,617,0,0,617,122893
rescore_pending,738,3,rescore_pending,10,123520,617,0,0,617,122903
rescore_pending,739,3,rescore_pending,10,123530,617,0,0,617,122913
rescore_pending,740,3,rescore_pending,6,123536,617,0,0,617,122919
rescore_pending,741,3,rescore_pending,22,123558,617,0,0,617,122941
rescore_pending,742,3,rescore_pending,14,123572,617,0,0,617,122955
rescore_pending,743,3,rescore_pending,8,123580,617,0,0,617,122963
drop_pending,595,1,drop_pending,5434,5434,27,27,27,27,5407
drop_pending,596,1,drop_pending,9319,14753,73,46,46,73,14680
drop_pending,597,1,drop_pending,2486,17239,86,13,13,86,17153
drop_pending,598,1,drop_pending,934,18173,90,4,4,90,18083
drop_pending,599,1,drop_pending,1816,19989,99,9,9,99,19890
drop_pending,600,1,drop_pending,18,20007,100,1,1,100,19907
drop_pending,601,1,drop_pending,865,20872,104,4,4,104,20768
drop_pending,602,1,drop_pending,8,20880,104,0,0,104,20776
drop_pending,603,1,drop_pending,12,20892,104,0,0,104,20788
drop_pending,604,1,drop_pending,8,20900,104,0,0,104,20796
drop_pending,605,1,drop_pending,16,20916,104,0,0,104,20812
drop_pending,606,1,drop_pending,14,20930,104,0,0,104,20826
drop_pending,607,1,drop_pending,8,20938,104,0,0,104,20834
drop_pending,608,1,drop_pending,1082,22020,110,6,6,110,21910
drop_pending,609,1,drop_pending,8,22028,110,0,0,110,21918
drop_pending,610,1,drop_pending,1199,23227,116,6,6,116,23111
drop_pending,611,1,drop_pending,14,23241,116,0,0,116,23125
drop_pending,612,1,drop_pending,2677,25918,129,13,13,129,25789
drop_pending,613,1,drop_pending,45,25963,129,0,0,129,25834
drop_pending,614,1,drop_pending,1278,27241,136,7,7,136,27105
drop_pending,615,1,drop_pending,8,27249,136,0,0,136,27113
drop_pending,616,1,drop_pending,6,27255,136,0,0,136,27119
drop_pending,617,1,drop_pending,2680,29935,149,13,13,149,29786
drop_pending,618,1,drop_pending,8,29943,149,0,0,149,29794
drop_pending,619,1,drop_pending,2800,32743,163,14,14,163,32580
drop_pending,620,1,drop_pending,8,32751,163,0,0,163,32588
drop_pending,621,1,drop_pending,1121,33872,169,6,6,169,33703
drop_pending,622,1,drop_pending,4,33876,169,0,0,169,33707
drop_pending,623,1,drop_pending,6,33882,169,0,0,169,33713
drop_pending,624,1,drop_pending,10,33892,169,0,0,169,33723
drop_pending,625,1,drop_pending,24,33916,169,0,0,169,33747
drop_pending,626,1,drop_pending,6,33922,169,0,0,169,33753
drop_pending,627,1,drop_pending,4,33926,169,0,0,169,33757
drop_pending,628,1,drop_pending,6,33932,169,0,0,169,33763
drop_pending,629,1,drop_pending,20,33952,169,0,0,169,33783
drop_pending,630,1,drop_pending,150,34102,170,1,1,170,33932
drop_pending,631,1,drop_pending,12,34114,170,0,0,170,33944
drop_pending,632,1,drop_pending,8,34122,170,0,0,170,33952
drop_pending,633,1,drop_pending,8,34130,170,0,0,170,33960
drop_pending,634,1,drop_pending,10,34140,170,0,0,170,33970
drop_pending,635,1,drop_pending,16,34156,170,0,0,170,33986
drop_pending,636,1,drop_pending,12,34168,170,0,0,170,33998
drop_pending,637,1,drop_pending,3390,37558,187,17,17,187,37371
drop_pending,638,1,drop_pending,14,37572,187,0,0,187,37385
drop_pending,639,1,drop_pending,14,37586,187,0,0,187,37399
drop_pending,640,1,drop_pending,1398,38984,194,7,7,194,38790
drop_pending,641,1,drop_pending,10,38994,194,0,0,194,38800
drop_pending,642,1,drop_pending,1141,40135,200,6,6,200,39935
drop_pending,643,1,drop_pending,14,40149,200,0,0,200,39949
drop_pending,644,1,drop_pending,2267,42416,212,12,12,212,42204
drop_pending,645,2,drop_pending,10,42426,212,0,0,212,10
drop_pending,646,2,drop_pending,20,42446,212,0,0,212,30
drop_pending,647,2,drop_pending,10,42456,212,0,0,212,40
drop_pending,648,2,drop_pending,14,42470,212,0,0,212,54
drop_pending,649,2,drop_pending,263,42733,213,1,1,213,316
drop_pending,650,2,drop_pending,16,42749,213,0,0,213,332
drop_pending,651,2,drop_pending,10,42759,213,0,0,213,342
drop_pending,652,2,drop_pending,14,42773,213,0,0,213,356
drop_pending,653,2,drop_pending,8,42781,213,0,0,213,364
drop_pending,654,2,drop_pending,8,42789,213,0,0,213,372
drop_pending,655,2,drop_pending,4,42793,213,0,0,213,376
drop_pending,656,2,drop_pending,1965,44758,223,10,10,223,2331
drop_pending,657,2,drop_pending,10,44768,223,0,0,223,2341
drop_pending,658,2,drop_pending,14,44782,223,0,0,223,2355
drop_pending,659,2,drop_pending,2500,47282,236,13,13,236,4842
drop_pending,660,2,drop_pending,12,47294,236,0,0,236,4854
drop_pending,661,2,drop_pending,4877,52171,260,24,24,260,9707
drop_pending,662,2,drop_pending,2,52173,260,0,0,260,9709
drop_pending,663,2,drop_pending,10,52183,260,0,0,260,9719
drop_pending,664,2,drop_pending,1125,53308,266,6,6,266,10838
drop_pending,665,2,drop_pending,10,53318,266,0,0,266,10848
drop_pending,666,2,drop_pending,6,53324,266,0,0,266,10854
drop_pending,667,2,drop_pending,1400,54724,273,7,7,273,12247
drop_pending,668,2,drop_pending,8,54732,273,0,0,273,12255
drop_pending,669,2,drop_pending,322,55054,275,2,2,275,12575
drop_pending,670,2,drop_pending,1906,56960,284,9,9,284,14472
drop_pending,671,2,drop_pending,18,56978,284,0,0,284,14490
drop_pending,672,2,drop_pending,153,57131,285,1,1,285,14642
drop_pending,673,2,drop_pending,445,57576,287,2,2,287,15085
drop_pending,674,2,drop_pending,14,57590,287,0,0,287,15099
drop_pending,675,2,drop_pending,30,57620,288,1,1,288,15128
drop_pending,676,2,drop_pending,8,57628,288,0,0,288,15136
drop_pending,677,2,drop_pending,8,57636,288,0,0,288,15144
drop_pending,678,2,drop_pending,6,57642,288,0,0,288,15150
drop_pending,679,2,drop_pending,72,57714,288,0,0,288,15222
drop_pending,680,2,drop_pending,22,57736,288,0,0,288,15244
drop_pending,681,2,drop_pending,4703,62439,312,24,24,312,19923
drop_pending,682,2,drop_pending,6,62445,312,0,0,312,19929
drop_pending,683,2,drop_pending,2192,64637,323,11,11,323,22110
drop_pending,684,2,drop_pending,4562,69199,345,22,22,345,26650
drop_pending,685,2,drop_pending,14,69213,346,1,1,346,26663
drop_pending,686,2,drop_pending,4689,73902,369,23,23,369,31329
drop_pending,687,2,drop_pending,8040,81942,409,40,40,409,39329
drop_pending,688,2,drop_pending,7885,89827,449,40,40,449,47174
drop_pending,689,2,drop_pending,14,89841,449,0,0,449,47188
drop_pending,690,2,drop_pending,4972,94813,474,25,25,474,52135
drop_pending,691,2,drop_pending,4809,99622,498,24,24,498,56920
drop_pending,692,2,drop_pending,6898,106520,532,34,34,532,63784
drop_pending,693,2,drop_pending,4,106524,532,0,0,532,63788
drop_pending,694,2,drop_pending,2664,109188,545,13,13,545,66439
drop_pending,695,3,drop_pending,2827,112015,560,15,15,560,2812
drop_pending,696,3,drop_pending,6,112021,560,0,0,560,2818
drop_pending,697,3,drop_pending,12,112033,560,0,0,560,2830
drop_pending,698,3,drop_pending,65,112098,560,0,0,560,2895
drop_pending,699,3,drop_pending,55,112153,560,0,0,560,2950
drop_pending,700,3,drop_pending,6,112159,560,0,0,560,2956
drop_pending,701,3,drop_pending,18,112177,560,0,0,560,2974
drop_pending,702,3,drop_pending,14,112191,560,0,0,560,2988
drop_pending,703,3,drop_pending,8,112199,560,0,0,560,2996
drop_pending,704,3,drop_pending,16,112215,561,1,1,561,3011
drop_pending,705,3,drop_pending,2362,114577,572,11,11,572,5362
drop_pending,706,3,drop_pending,4,114581,572,0,0,572,5366
drop_pending,707,3,drop_pending,309,114890,574,2,2,574,5673
drop_pending,708,3,drop_pending,4,114894,574,0,0,574,5677
drop_pending,709,3,drop_pending,2313,117207,586,12,12,586,7978
drop_pending,710,3,drop_pending,1788,118995,594,8,8,594,9758
drop_pending,711,3,drop_pending,8,119003,595,1,1,595,9765
drop_pending,712,3,drop_pending,23,119026,595,0,0,595,9788
drop_pending,713,3,drop_pending,8,119034,595,0,0,595,9796
drop_pending,714,3,drop_pending,681,119715,598,3,3,598,10474
drop_pending,715,3,drop_pending,1879,121594,607,9,9,607,12344
drop_pending,716,3,drop_pending,140,121734,608,1,1,608,12483
drop_pending,717,3,drop_pending,632,122366,611,3,3,611,13112
drop_pending,718,3,drop_pending,918,123284,616,5,5,616,14025
drop_pending,719,3,drop_pending,14,123298,616,0,0,616,14039
drop_pending,720,3,drop_pending,10,123308,616,0,0,616,14049
drop_pending,721,3,drop_pending,4,123312,616,0,0,616,14053
drop_pending,722,3,drop_pending,10,123322,616,0,0,616,14063
drop_pending,723,3,drop_pending,14,123336,616,0,0,616,14077
drop_pending,724,3,drop_pending,14,123350,616,0,0,616,14091
drop_pending,725,3,drop_pending,4,123354,616,0,0,616,14095
drop_pending,726,3,drop_pending,22,123376,616,0,0,616,14117
drop_pending,727,3,drop_pending,12,123388,616,0,0,616,14129
drop_pending,728,3,drop_pending,10,123398,616,0,0,616,14139
drop_pending,729,3,drop_pending,4,123402,617,1,1,617,14142
drop_pending,730,3,drop_pending,28,123430,617,0,0,617,14170
drop_pending,731,3,drop_pending,16,123446,617,0,0,617,14186
drop_pending,732,3,drop_pending,10,123456,617,0,0,617,14196
drop_pending,733,3,drop_pending,10,123466,617,0,0,617,14206
drop_pending,734,3,drop_pending,8,123474,617,0,0,617,14214
drop_pending,735,3,drop_pending,12,123486,617,0,0,617,14226
drop_pending,736,3,drop_pending,14,123500,617,0,0,617,14240
drop_pending,737,3,drop_pending,10,123510,617,0,0,617,14250
drop_pending,738,3,drop_pending,10,123520,617,0,0,617,14260
drop_pending,739,3,drop_pending,10,123530,617,0,0,617,14270
drop_pending,740,3,drop_pending,6,123536,617,0,0,617,14276
drop_pending,741,3,drop_pending,22,123558,617,0,0,617,14298
drop_pending,742,3,drop_pending,14,123572,617,0,0,617,14312
drop_pending,743,3,drop_pending,8,123580,617,0,0,617,14320
