step,active_regime,max_pending_cases,transactions,cumulative_transactions,cumulative_entitlement,new_slots_available,selected_this_step,selected_cumulative,evicted_this_step,evicted_cumulative,pending_after_selection_and_cap
644,1,25000,2267,42416,212,12,12,212,2255,17204,25000
645,2,25000,10,42426,212,0,0,212,10,17214,25000
646,2,25000,20,42446,212,0,0,212,20,17234,25000
647,2,25000,10,42456,212,0,0,212,10,17244,25000
648,2,25000,14,42470,212,0,0,212,14,17258,25000
649,2,25000,263,42733,213,1,1,213,262,17520,25000
650,2,25000,16,42749,213,0,0,213,16,17536,25000
651,2,25000,10,42759,213,0,0,213,10,17546,25000
652,2,25000,14,42773,213,0,0,213,14,17560,25000
653,2,25000,8,42781,213,0,0,213,8,17568,25000
654,2,25000,8,42789,213,0,0,213,8,17576,25000
655,2,25000,4,42793,213,0,0,213,4,17580,25000
656,2,25000,1965,44758,223,10,10,223,1955,19535,25000
657,2,25000,10,44768,223,0,0,223,10,19545,25000
658,2,25000,14,44782,223,0,0,223,14,19559,25000
659,2,25000,2500,47282,236,13,13,236,2487,22046,25000
660,2,25000,12,47294,236,0,0,236,12,22058,25000
661,2,25000,4877,52171,260,24,24,260,4853,26911,25000
662,2,25000,2,52173,260,0,0,260,2,26913,25000
663,2,25000,10,52183,260,0,0,260,10,26923,25000
664,2,25000,1125,53308,266,6,6,266,1119,28042,25000
665,2,25000,10,53318,266,0,0,266,10,28052,25000
666,2,25000,6,53324,266,0,0,266,6,28058,25000
667,2,25000,1400,54724,273,7,7,273,1393,29451,25000
668,2,25000,8,54732,273,0,0,273,8,29459,25000
669,2,25000,322,55054,275,2,2,275,320,29779,25000
670,2,25000,1906,56960,284,9,9,284,1897,31676,25000
671,2,25000,18,56978,284,0,0,284,18,31694,25000
672,2,25000,153,57131,285,1,1,285,152,31846,25000
673,2,25000,445,57576,287,2,2,287,443,32289,25000
674,2,25000,14,57590,287,0,0,287,14,32303,25000
675,2,25000,30,57620,288,1,1,288,29,32332,25000
676,2,25000,8,57628,288,0,0,288,8,32340,25000
677,2,25000,8,57636,288,0,0,288,8,32348,25000
678,2,25000,6,57642,288,0,0,288,6,32354,25000
679,2,25000,72,57714,288,0,0,288,72,32426,25000
680,2,25000,22,57736,288,0,0,288,22,32448,25000
681,2,25000,4703,62439,312,24,24,312,4679,37127,25000
682,2,25000,6,62445,312,0,0,312,6,37133,25000
683,2,25000,2192,64637,323,11,11,323,2181,39314,25000
684,2,25000,4562,69199,345,22,22,345,4540,43854,25000
685,2,25000,14,69213,346,1,1,346,13,43867,25000
686,2,25000,4689,73902,369,23,23,369,4666,48533,25000
687,2,25000,8040,81942,409,40,40,409,8000,56533,25000
688,2,25000,7885,89827,449,40,40,449,7845,64378,25000
689,2,25000,14,89841,449,0,0,449,14,64392,25000
690,2,25000,4972,94813,474,25,25,474,4947,69339,25000
691,2,25000,4809,99622,498,24,24,498,4785,74124,25000
692,2,25000,6898,106520,532,34,34,532,6864,80988,25000
693,2,25000,4,106524,532,0,0,532,4,80992,25000
694,2,25000,2664,109188,545,13,13,545,2651,83643,25000
695,3,25000,2827,112015,560,15,15,560,2812,86455,25000
696,3,25000,6,112021,560,0,0,560,6,86461,25000
697,3,25000,12,112033,560,0,0,560,12,86473,25000
698,3,25000,65,112098,560,0,0,560,65,86538,25000
699,3,25000,55,112153,560,0,0,560,55,86593,25000
700,3,25000,6,112159,560,0,0,560,6,86599,25000
701,3,25000,18,112177,560,0,0,560,18,86617,25000
702,3,25000,14,112191,560,0,0,560,14,86631,25000
703,3,25000,8,112199,560,0,0,560,8,86639,25000
704,3,25000,16,112215,561,1,1,561,15,86654,25000
705,3,25000,2362,114577,572,11,11,572,2351,89005,25000
706,3,25000,4,114581,572,0,0,572,4,89009,25000
707,3,25000,309,114890,574,2,2,574,307,89316,25000
708,3,25000,4,114894,574,0,0,574,4,89320,25000
709,3,25000,2313,117207,586,12,12,586,2301,91621,25000
710,3,25000,1788,118995,594,8,8,594,1780,93401,25000
711,3,25000,8,119003,595,1,1,595,7,93408,25000
712,3,25000,23,119026,595,0,0,595,23,93431,25000
713,3,25000,8,119034,595,0,0,595,8,93439,25000
714,3,25000,681,119715,598,3,3,598,678,94117,25000
715,3,25000,1879,121594,607,9,9,607,1870,95987,25000
716,3,25000,140,121734,608,1,1,608,139,96126,25000
717,3,25000,632,122366,611,3,3,611,629,96755,25000
718,3,25000,918,123284,616,5,5,616,913,97668,25000
719,3,25000,14,123298,616,0,0,616,14,97682,25000
720,3,25000,10,123308,616,0,0,616,10,97692,25000
721,3,25000,4,123312,616,0,0,616,4,97696,25000
722,3,25000,10,123322,616,0,0,616,10,97706,25000
723,3,25000,14,123336,616,0,0,616,14,97720,25000
724,3,25000,14,123350,616,0,0,616,14,97734,25000
725,3,25000,4,123354,616,0,0,616,4,97738,25000
726,3,25000,22,123376,616,0,0,616,22,97760,25000
727,3,25000,12,123388,616,0,0,616,12,97772,25000
728,3,25000,10,123398,616,0,0,616,10,97782,25000
729,3,25000,4,123402,617,1,1,617,3,97785,25000
730,3,25000,28,123430,617,0,0,617,28,97813,25000
731,3,25000,16,123446,617,0,0,617,16,97829,25000
732,3,25000,10,123456,617,0,0,617,10,97839,25000
733,3,25000,10,123466,617,0,0,617,10,97849,25000
734,3,25000,8,123474,617,0,0,617,8,97857,25000
735,3,25000,12,123486,617,0,0,617,12,97869,25000
736,3,25000,14,123500,617,0,0,617,14,97883,25000
737,3,25000,10,123510,617,0,0,617,10,97893,25000
738,3,25000,10,123520,617,0,0,617,10,97903,25000
739,3,25000,10,123530,617,0,0,617,10,97913,25000
740,3,25000,6,123536,617,0,0,617,6,97919,25000
741,3,25000,22,123558,617,0,0,617,22,97941,25000
742,3,25000,14,123572,617,0,0,617,14,97955,25000
743,3,25000,8,123580,617,0,0,617,8,97963,25000
595,1,50000,5434,5434,27,27,27,27,0,0,5407
596,1,50000,9319,14753,73,46,46,73,0,0,14680
597,1,50000,2486,17239,86,13,13,86,0,0,17153
598,1,50000,934,18173,90,4,4,90,0,0,18083
599,1,50000,1816,19989,99,9,9,99,0,0,19890
600,1,50000,18,20007,100,1,1,100,0,0,19907
601,1,50000,865,20872,104,4,4,104,0,0,20768
602,1,50000,8,20880,104,0,0,104,0,0,20776
603,1,50000,12,20892,104,0,0,104,0,0,20788
604,1,50000,8,20900,104,0,0,104,0,0,20796
605,1,50000,16,20916,104,0,0,104,0,0,20812
606,1,50000,14,20930,104,0,0,104,0,0,20826
607,1,50000,8,20938,104,0,0,104,0,0,20834
608,1,50000,1082,22020,110,6,6,110,0,0,21910
609,1,50000,8,22028,110,0,0,110,0,0,21918
610,1,50000,1199,23227,116,6,6,116,0,0,23111
611,1,50000,14,23241,116,0,0,116,0,0,23125
612,1,50000,2677,25918,129,13,13,129,0,0,25789
613,1,50000,45,25963,129,0,0,129,0,0,25834
614,1,50000,1278,27241,136,7,7,136,0,0,27105
615,1,50000,8,27249,136,0,0,136,0,0,27113
616,1,50000,6,27255,136,0,0,136,0,0,27119
617,1,50000,2680,29935,149,13,13,149,0,0,29786
618,1,50000,8,29943,149,0,0,149,0,0,29794
619,1,50000,2800,32743,163,14,14,163,0,0,32580
620,1,50000,8,32751,163,0,0,163,0,0,32588
621,1,50000,1121,33872,169,6,6,169,0,0,33703
622,1,50000,4,33876,169,0,0,169,0,0,33707
623,1,50000,6,33882,169,0,0,169,0,0,33713
624,1,50000,10,33892,169,0,0,169,0,0,33723
625,1,50000,24,33916,169,0,0,169,0,0,33747
626,1,50000,6,33922,169,0,0,169,0,0,33753
627,1,50000,4,33926,169,0,0,169,0,0,33757
628,1,50000,6,33932,169,0,0,169,0,0,33763
629,1,50000,20,33952,169,0,0,169,0,0,33783
630,1,50000,150,34102,170,1,1,170,0,0,33932
631,1,50000,12,34114,170,0,0,170,0,0,33944
632,1,50000,8,34122,170,0,0,170,0,0,33952
633,1,50000,8,34130,170,0,0,170,0,0,33960
634,1,50000,10,34140,170,0,0,170,0,0,33970
635,1,50000,16,34156,170,0,0,170,0,0,33986
636,1,50000,12,34168,170,0,0,170,0,0,33998
637,1,50000,3390,37558,187,17,17,187,0,0,37371
638,1,50000,14,37572,187,0,0,187,0,0,37385
639,1,50000,14,37586,187,0,0,187,0,0,37399
640,1,50000,1398,38984,194,7,7,194,0,0,38790
641,1,50000,10,38994,194,0,0,194,0,0,38800
642,1,50000,1141,40135,200,6,6,200,0,0,39935
643,1,50000,14,40149,200,0,0,200,0,0,39949
644,1,50000,2267,42416,212,12,12,212,0,0,42204
645,2,50000,10,42426,212,0,0,212,0,0,42214
646,2,50000,20,42446,212,0,0,212,0,0,42234
647,2,50000,10,42456,212,0,0,212,0,0,42244
648,2,50000,14,42470,212,0,0,212,0,0,42258
649,2,50000,263,42733,213,1,1,213,0,0,42520
650,2,50000,16,42749,213,0,0,213,0,0,42536
651,2,50000,10,42759,213,0,0,213,0,0,42546
652,2,50000,14,42773,213,0,0,213,0,0,42560
653,2,50000,8,42781,213,0,0,213,0,0,42568
654,2,50000,8,42789,213,0,0,213,0,0,42576
655,2,50000,4,42793,213,0,0,213,0,0,42580
656,2,50000,1965,44758,223,10,10,223,0,0,44535
657,2,50000,10,44768,223,0,0,223,0,0,44545
658,2,50000,14,44782,223,0,0,223,0,0,44559
659,2,50000,2500,47282,236,13,13,236,0,0,47046
660,2,50000,12,47294,236,0,0,236,0,0,47058
661,2,50000,4877,52171,260,24,24,260,1911,1911,50000
662,2,50000,2,52173,260,0,0,260,2,1913,50000
663,2,50000,10,52183,260,0,0,260,10,1923,50000
664,2,50000,1125,53308,266,6,6,266,1119,3042,50000
665,2,50000,10,53318,266,0,0,266,10,3052,50000
666,2,50000,6,53324,266,0,0,266,6,3058,50000
667,2,50000,1400,54724,273,7,7,273,1393,4451,50000
668,2,50000,8,54732,273,0,0,273,8,4459,50000
669,2,50000,322,55054,275,2,2,275,320,4779,50000
670,2,50000,1906,56960,284,9,9,284,1897,6676,50000
671,2,50000,18,56978,284,0,0,284,18,6694,50000
672,2,50000,153,57131,285,1,1,285,152,6846,50000
673,2,50000,445,57576,287,2,2,287,443,7289,50000
674,2,50000,14,57590,287,0,0,287,14,7303,50000
675,2,50000,30,57620,288,1,1,288,29,7332,50000
676,2,50000,8,57628,288,0,0,288,8,7340,50000
677,2,50000,8,57636,288,0,0,288,8,7348,50000
678,2,50000,6,57642,288,0,0,288,6,7354,50000
679,2,50000,72,57714,288,0,0,288,72,7426,50000
680,2,50000,22,57736,288,0,0,288,22,7448,50000
681,2,50000,4703,62439,312,24,24,312,4679,12127,50000
682,2,50000,6,62445,312,0,0,312,6,12133,50000
683,2,50000,2192,64637,323,11,11,323,2181,14314,50000
684,2,50000,4562,69199,345,22,22,345,4540,18854,50000
685,2,50000,14,69213,346,1,1,346,13,18867,50000
686,2,50000,4689,73902,369,23,23,369,4666,23533,50000
687,2,50000,8040,81942,409,40,40,409,8000,31533,50000
688,2,50000,7885,89827,449,40,40,449,7845,39378,50000
689,2,50000,14,89841,449,0,0,449,14,39392,50000
690,2,50000,4972,94813,474,25,25,474,4947,44339,50000
691,2,50000,4809,99622,498,24,24,498,4785,49124,50000
692,2,50000,6898,106520,532,34,34,532,6864,55988,50000
693,2,50000,4,106524,532,0,0,532,4,55992,50000
694,2,50000,2664,109188,545,13,13,545,2651,58643,50000
695,3,50000,2827,112015,560,15,15,560,2812,61455,50000
696,3,50000,6,112021,560,0,0,560,6,61461,50000
697,3,50000,12,112033,560,0,0,560,12,61473,50000
698,3,50000,65,112098,560,0,0,560,65,61538,50000
699,3,50000,55,112153,560,0,0,560,55,61593,50000
700,3,50000,6,112159,560,0,0,560,6,61599,50000
701,3,50000,18,112177,560,0,0,560,18,61617,50000
702,3,50000,14,112191,560,0,0,560,14,61631,50000
703,3,50000,8,112199,560,0,0,560,8,61639,50000
704,3,50000,16,112215,561,1,1,561,15,61654,50000
705,3,50000,2362,114577,572,11,11,572,2351,64005,50000
706,3,50000,4,114581,572,0,0,572,4,64009,50000
707,3,50000,309,114890,574,2,2,574,307,64316,50000
708,3,50000,4,114894,574,0,0,574,4,64320,50000
709,3,50000,2313,117207,586,12,12,586,2301,66621,50000
710,3,50000,1788,118995,594,8,8,594,1780,68401,50000
711,3,50000,8,119003,595,1,1,595,7,68408,50000
712,3,50000,23,119026,595,0,0,595,23,68431,50000
713,3,50000,8,119034,595,0,0,595,8,68439,50000
714,3,50000,681,119715,598,3,3,598,678,69117,50000
715,3,50000,1879,121594,607,9,9,607,1870,70987,50000
716,3,50000,140,121734,608,1,1,608,139,71126,50000
717,3,50000,632,122366,611,3,3,611,629,71755,50000
718,3,50000,918,123284,616,5,5,616,913,72668,50000
719,3,50000,14,123298,616,0,0,616,14,72682,50000
720,3,50000,10,123308,616,0,0,616,10,72692,50000
721,3,50000,4,123312,616,0,0,616,4,72696,50000
722,3,50000,10,123322,616,0,0,616,10,72706,50000
723,3,50000,14,123336,616,0,0,616,14,72720,50000
724,3,50000,14,123350,616,0,0,616,14,72734,50000
725,3,50000,4,123354,616,0,0,616,4,72738,50000
726,3,50000,22,123376,616,0,0,616,22,72760,50000
727,3,50000,12,123388,616,0,0,616,12,72772,50000
728,3,50000,10,123398,616,0,0,616,10,72782,50000
729,3,50000,4,123402,617,1,1,617,3,72785,50000
730,3,50000,28,123430,617,0,0,617,28,72813,50000
731,3,50000,16,123446,617,0,0,617,16,72829,50000
732,3,50000,10,123456,617,0,0,617,10,72839,50000
733,3,50000,10,123466,617,0,0,617,10,72849,50000
734,3,50000,8,123474,617,0,0,617,8,72857,50000
735,3,50000,12,123486,617,0,0,617,12,72869,50000
736,3,50000,14,123500,617,0,0,617,14,72883,50000
737,3,50000,10,123510,617,0,0,617,10,72893,50000
738,3,50000,10,123520,617,0,0,617,10,72903,50000
739,3,50000,10,123530,617,0,0,617,10,72913,50000
740,3,50000,6,123536,617,0,0,617,6,72919,50000
741,3,50000,22,123558,617,0,0,617,22,72941,50000
742,3,50000,14,123572,617,0,0,617,14,72955,50000
743,3,50000,8,123580,617,0,0,617,8,72963,50000
595,1,100000,5434,5434,27,27,27,27,0,0,5407
596,1,100000,9319,14753,73,46,46,73,0,0,14680
597,1,100000,2486,17239,86,13,13,86,0,0,17153
598,1,100000,934,18173,90,4,4,90,0,0,18083
599,1,100000,1816,19989,99,9,9,99,0,0,19890
600,1,100000,18,20007,100,1,1,100,0,0,19907
601,1,100000,865,20872,104,4,4,104,0,0,20768
602,1,100000,8,20880,104,0,0,104,0,0,20776
603,1,100000,12,20892,104,0,0,104,0,0,20788
604,1,100000,8,20900,104,0,0,104,0,0,20796
605,1,100000,16,20916,104,0,0,104,0,0,20812
606,1,100000,14,20930,104,0,0,104,0,0,20826
607,1,100000,8,20938,104,0,0,104,0,0,20834
608,1,100000,1082,22020,110,6,6,110,0,0,21910
609,1,100000,8,22028,110,0,0,110,0,0,21918
610,1,100000,1199,23227,116,6,6,116,0,0,23111
611,1,100000,14,23241,116,0,0,116,0,0,23125
612,1,100000,2677,25918,129,13,13,129,0,0,25789
613,1,100000,45,25963,129,0,0,129,0,0,25834
614,1,100000,1278,27241,136,7,7,136,0,0,27105
615,1,100000,8,27249,136,0,0,136,0,0,27113
616,1,100000,6,27255,136,0,0,136,0,0,27119
617,1,100000,2680,29935,149,13,13,149,0,0,29786
618,1,100000,8,29943,149,0,0,149,0,0,29794
619,1,100000,2800,32743,163,14,14,163,0,0,32580
620,1,100000,8,32751,163,0,0,163,0,0,32588
621,1,100000,1121,33872,169,6,6,169,0,0,33703
622,1,100000,4,33876,169,0,0,169,0,0,33707
623,1,100000,6,33882,169,0,0,169,0,0,33713
624,1,100000,10,33892,169,0,0,169,0,0,33723
625,1,100000,24,33916,169,0,0,169,0,0,33747
626,1,100000,6,33922,169,0,0,169,0,0,33753
627,1,100000,4,33926,169,0,0,169,0,0,33757
628,1,100000,6,33932,169,0,0,169,0,0,33763
629,1,100000,20,33952,169,0,0,169,0,0,33783
630,1,100000,150,34102,170,1,1,170,0,0,33932
631,1,100000,12,34114,170,0,0,170,0,0,33944
632,1,100000,8,34122,170,0,0,170,0,0,33952
633,1,100000,8,34130,170,0,0,170,0,0,33960
634,1,100000,10,34140,170,0,0,170,0,0,33970
635,1,100000,16,34156,170,0,0,170,0,0,33986
636,1,100000,12,34168,170,0,0,170,0,0,33998
637,1,100000,3390,37558,187,17,17,187,0,0,37371
638,1,100000,14,37572,187,0,0,187,0,0,37385
639,1,100000,14,37586,187,0,0,187,0,0,37399
640,1,100000,1398,38984,194,7,7,194,0,0,38790
641,1,100000,10,38994,194,0,0,194,0,0,38800
642,1,100000,1141,40135,200,6,6,200,0,0,39935
643,1,100000,14,40149,200,0,0,200,0,0,39949
644,1,100000,2267,42416,212,12,12,212,0,0,42204
645,2,100000,10,42426,212,0,0,212,0,0,42214
646,2,100000,20,42446,212,0,0,212,0,0,42234
647,2,100000,10,42456,212,0,0,212,0,0,42244
648,2,100000,14,42470,212,0,0,212,0,0,42258
649,2,100000,263,42733,213,1,1,213,0,0,42520
650,2,100000,16,42749,213,0,0,213,0,0,42536
651,2,100000,10,42759,213,0,0,213,0,0,42546
652,2,100000,14,42773,213,0,0,213,0,0,42560
653,2,100000,8,42781,213,0,0,213,0,0,42568
654,2,100000,8,42789,213,0,0,213,0,0,42576
655,2,100000,4,42793,213,0,0,213,0,0,42580
656,2,100000,1965,44758,223,10,10,223,0,0,44535
657,2,100000,10,44768,223,0,0,223,0,0,44545
658,2,100000,14,44782,223,0,0,223,0,0,44559
659,2,100000,2500,47282,236,13,13,236,0,0,47046
660,2,100000,12,47294,236,0,0,236,0,0,47058
661,2,100000,4877,52171,260,24,24,260,0,0,51911
662,2,100000,2,52173,260,0,0,260,0,0,51913
663,2,100000,10,52183,260,0,0,260,0,0,51923
664,2,100000,1125,53308,266,6,6,266,0,0,53042
665,2,100000,10,53318,266,0,0,266,0,0,53052
666,2,100000,6,53324,266,0,0,266,0,0,53058
667,2,100000,1400,54724,273,7,7,273,0,0,54451
668,2,100000,8,54732,273,0,0,273,0,0,54459
669,2,100000,322,55054,275,2,2,275,0,0,54779
670,2,100000,1906,56960,284,9,9,284,0,0,56676
671,2,100000,18,56978,284,0,0,284,0,0,56694
672,2,100000,153,57131,285,1,1,285,0,0,56846
673,2,100000,445,57576,287,2,2,287,0,0,57289
674,2,100000,14,57590,287,0,0,287,0,0,57303
675,2,100000,30,57620,288,1,1,288,0,0,57332
676,2,100000,8,57628,288,0,0,288,0,0,57340
677,2,100000,8,57636,288,0,0,288,0,0,57348
678,2,100000,6,57642,288,0,0,288,0,0,57354
679,2,100000,72,57714,288,0,0,288,0,0,57426
680,2,100000,22,57736,288,0,0,288,0,0,57448
681,2,100000,4703,62439,312,24,24,312,0,0,62127
682,2,100000,6,62445,312,0,0,312,0,0,62133
683,2,100000,2192,64637,323,11,11,323,0,0,64314
684,2,100000,4562,69199,345,22,22,345,0,0,68854
685,2,100000,14,69213,346,1,1,346,0,0,68867
686,2,100000,4689,73902,369,23,23,369,0,0,73533
687,2,100000,8040,81942,409,40,40,409,0,0,81533
688,2,100000,7885,89827,449,40,40,449,0,0,89378
689,2,100000,14,89841,449,0,0,449,0,0,89392
690,2,100000,4972,94813,474,25,25,474,0,0,94339
691,2,100000,4809,99622,498,24,24,498,0,0,99124
692,2,100000,6898,106520,532,34,34,532,5988,5988,100000
693,2,100000,4,106524,532,0,0,532,4,5992,100000
694,2,100000,2664,109188,545,13,13,545,2651,8643,100000
695,3,100000,2827,112015,560,15,15,560,2812,11455,100000
696,3,100000,6,112021,560,0,0,560,6,11461,100000
697,3,100000,12,112033,560,0,0,560,12,11473,100000
698,3,100000,65,112098,560,0,0,560,65,11538,100000
699,3,100000,55,112153,560,0,0,560,55,11593,100000
700,3,100000,6,112159,560,0,0,560,6,11599,100000
701,3,100000,18,112177,560,0,0,560,18,11617,100000
702,3,100000,14,112191,560,0,0,560,14,11631,100000
703,3,100000,8,112199,560,0,0,560,8,11639,100000
704,3,100000,16,112215,561,1,1,561,15,11654,100000
705,3,100000,2362,114577,572,11,11,572,2351,14005,100000
706,3,100000,4,114581,572,0,0,572,4,14009,100000
707,3,100000,309,114890,574,2,2,574,307,14316,100000
708,3,100000,4,114894,574,0,0,574,4,14320,100000
709,3,100000,2313,117207,586,12,12,586,2301,16621,100000
710,3,100000,1788,118995,594,8,8,594,1780,18401,100000
711,3,100000,8,119003,595,1,1,595,7,18408,100000
712,3,100000,23,119026,595,0,0,595,23,18431,100000
713,3,100000,8,119034,595,0,0,595,8,18439,100000
714,3,100000,681,119715,598,3,3,598,678,19117,100000
715,3,100000,1879,121594,607,9,9,607,1870,20987,100000
716,3,100000,140,121734,608,1,1,608,139,21126,100000
717,3,100000,632,122366,611,3,3,611,629,21755,100000
718,3,100000,918,123284,616,5,5,616,913,22668,100000
719,3,100000,14,123298,616,0,0,616,14,22682,100000
720,3,100000,10,123308,616,0,0,616,10,22692,100000
721,3,100000,4,123312,616,0,0,616,4,22696,100000
722,3,100000,10,123322,616,0,0,616,10,22706,100000
723,3,100000,14,123336,616,0,0,616,14,22720,100000
724,3,100000,14,123350,616,0,0,616,14,22734,100000
725,3,100000,4,123354,616,0,0,616,4,22738,100000
726,3,100000,22,123376,616,0,0,616,22,22760,100000
727,3,100000,12,123388,616,0,0,616,12,22772,100000
728,3,100000,10,123398,616,0,0,616,10,22782,100000
729,3,100000,4,123402,617,1,1,617,3,22785,100000
730,3,100000,28,123430,617,0,0,617,28,22813,100000
731,3,100000,16,123446,617,0,0,617,16,22829,100000
732,3,100000,10,123456,617,0,0,617,10,22839,100000
733,3,100000,10,123466,617,0,0,617,10,22849,100000
734,3,100000,8,123474,617,0,0,617,8,22857,100000
735,3,100000,12,123486,617,0,0,617,12,22869,100000
736,3,100000,14,123500,617,0,0,617,14,22883,100000
737,3,100000,10,123510,617,0,0,617,10,22893,100000
738,3,100000,10,123520,617,0,0,617,10,22903,100000
739,3,100000,10,123530,617,0,0,617,10,22913,100000
740,3,100000,6,123536,617,0,0,617,6,22919,100000
741,3,100000,22,123558,617,0,0,617,22,22941,100000
742,3,100000,14,123572,617,0,0,617,14,22955,100000
743,3,100000,8,123580,617,0,0,617,8,22963,100000
595,1,infinite,5434,5434,27,27,27,27,0,0,5407
596,1,infinite,9319,14753,73,46,46,73,0,0,14680
597,1,infinite,2486,17239,86,13,13,86,0,0,17153
598,1,infinite,934,18173,90,4,4,90,0,0,18083
599,1,infinite,1816,19989,99,9,9,99,0,0,19890
600,1,infinite,18,20007,100,1,1,100,0,0,19907
601,1,infinite,865,20872,104,4,4,104,0,0,20768
602,1,infinite,8,20880,104,0,0,104,0,0,20776
603,1,infinite,12,20892,104,0,0,104,0,0,20788
604,1,infinite,8,20900,104,0,0,104,0,0,20796
605,1,infinite,16,20916,104,0,0,104,0,0,20812
606,1,infinite,14,20930,104,0,0,104,0,0,20826
607,1,infinite,8,20938,104,0,0,104,0,0,20834
608,1,infinite,1082,22020,110,6,6,110,0,0,21910
609,1,infinite,8,22028,110,0,0,110,0,0,21918
610,1,infinite,1199,23227,116,6,6,116,0,0,23111
611,1,infinite,14,23241,116,0,0,116,0,0,23125
612,1,infinite,2677,25918,129,13,13,129,0,0,25789
613,1,infinite,45,25963,129,0,0,129,0,0,25834
614,1,infinite,1278,27241,136,7,7,136,0,0,27105
615,1,infinite,8,27249,136,0,0,136,0,0,27113
616,1,infinite,6,27255,136,0,0,136,0,0,27119
617,1,infinite,2680,29935,149,13,13,149,0,0,29786
618,1,infinite,8,29943,149,0,0,149,0,0,29794
619,1,infinite,2800,32743,163,14,14,163,0,0,32580
620,1,infinite,8,32751,163,0,0,163,0,0,32588
621,1,infinite,1121,33872,169,6,6,169,0,0,33703
622,1,infinite,4,33876,169,0,0,169,0,0,33707
623,1,infinite,6,33882,169,0,0,169,0,0,33713
624,1,infinite,10,33892,169,0,0,169,0,0,33723
625,1,infinite,24,33916,169,0,0,169,0,0,33747
626,1,infinite,6,33922,169,0,0,169,0,0,33753
627,1,infinite,4,33926,169,0,0,169,0,0,33757
628,1,infinite,6,33932,169,0,0,169,0,0,33763
629,1,infinite,20,33952,169,0,0,169,0,0,33783
630,1,infinite,150,34102,170,1,1,170,0,0,33932
631,1,infinite,12,34114,170,0,0,170,0,0,33944
632,1,infinite,8,34122,170,0,0,170,0,0,33952
633,1,infinite,8,34130,170,0,0,170,0,0,33960
634,1,infinite,10,34140,170,0,0,170,0,0,33970
635,1,infinite,16,34156,170,0,0,170,0,0,33986
636,1,infinite,12,34168,170,0,0,170,0,0,33998
637,1,infinite,3390,37558,187,17,17,187,0,0,37371
638,1,infinite,14,37572,187,0,0,187,0,0,37385
639,1,infinite,14,37586,187,0,0,187,0,0,37399
640,1,infinite,1398,38984,194,7,7,194,0,0,38790
641,1,infinite,10,38994,194,0,0,194,0,0,38800
642,1,infinite,1141,40135,200,6,6,200,0,0,39935
643,1,infinite,14,40149,200,0,0,200,0,0,39949
644,1,infinite,2267,42416,212,12,12,212,0,0,42204
645,2,infinite,10,42426,212,0,0,212,0,0,42214
646,2,infinite,20,42446,212,0,0,212,0,0,42234
647,2,infinite,10,42456,212,0,0,212,0,0,42244
648,2,infinite,14,42470,212,0,0,212,0,0,42258
649,2,infinite,263,42733,213,1,1,213,0,0,42520
650,2,infinite,16,42749,213,0,0,213,0,0,42536
651,2,infinite,10,42759,213,0,0,213,0,0,42546
652,2,infinite,14,42773,213,0,0,213,0,0,42560
653,2,infinite,8,42781,213,0,0,213,0,0,42568
654,2,infinite,8,42789,213,0,0,213,0,0,42576
655,2,infinite,4,42793,213,0,0,213,0,0,42580
656,2,infinite,1965,44758,223,10,10,223,0,0,44535
657,2,infinite,10,44768,223,0,0,223,0,0,44545
658,2,infinite,14,44782,223,0,0,223,0,0,44559
659,2,infinite,2500,47282,236,13,13,236,0,0,47046
660,2,infinite,12,47294,236,0,0,236,0,0,47058
661,2,infinite,4877,52171,260,24,24,260,0,0,51911
662,2,infinite,2,52173,260,0,0,260,0,0,51913
663,2,infinite,10,52183,260,0,0,260,0,0,51923
664,2,infinite,1125,53308,266,6,6,266,0,0,53042
665,2,infinite,10,53318,266,0,0,266,0,0,53052
666,2,infinite,6,53324,266,0,0,266,0,0,53058
667,2,infinite,1400,54724,273,7,7,273,0,0,54451
668,2,infinite,8,54732,273,0,0,273,0,0,54459
669,2,infinite,322,55054,275,2,2,275,0,0,54779
670,2,infinite,1906,56960,284,9,9,284,0,0,56676
671,2,infinite,18,56978,284,0,0,284,0,0,56694
672,2,infinite,153,57131,285,1,1,285,0,0,56846
673,2,infinite,445,57576,287,2,2,287,0,0,57289
674,2,infinite,14,57590,287,0,0,287,0,0,57303
675,2,infinite,30,57620,288,1,1,288,0,0,57332
676,2,infinite,8,57628,288,0,0,288,0,0,57340
677,2,infinite,8,57636,288,0,0,288,0,0,57348
678,2,infinite,6,57642,288,0,0,288,0,0,57354
679,2,infinite,72,57714,288,0,0,288,0,0,57426
680,2,infinite,22,57736,288,0,0,288,0,0,57448
681,2,infinite,4703,62439,312,24,24,312,0,0,62127
682,2,infinite,6,62445,312,0,0,312,0,0,62133
683,2,infinite,2192,64637,323,11,11,323,0,0,64314
684,2,infinite,4562,69199,345,22,22,345,0,0,68854
685,2,infinite,14,69213,346,1,1,346,0,0,68867
686,2,infinite,4689,73902,369,23,23,369,0,0,73533
687,2,infinite,8040,81942,409,40,40,409,0,0,81533
688,2,infinite,7885,89827,449,40,40,449,0,0,89378
689,2,infinite,14,89841,449,0,0,449,0,0,89392
690,2,infinite,4972,94813,474,25,25,474,0,0,94339
691,2,infinite,4809,99622,498,24,24,498,0,0,99124
692,2,infinite,6898,106520,532,34,34,532,0,0,105988
